Frame,X,Y,Width,Height,Area,Angle,Width-S,Height-S,Altitude,center-ix,center-iy,center-ox,center-oy,M-dist,E-dist,GSD-X,GSD-Y,X-cm,Y-cm,GSD
182,1121,1123,114,113,12882,-7.637631632,3840,2160,42,1920,1080,1178,1179.5,841.5,748.6416032,1.48245614,1.584070796,169,179,1.415
183,1120,1123,114,113,12882,-7.627473281,3840,2160,42,1920,1080,1177,1179.5,842.5,749.6327434,1.48245614,1.584070796,169,179,1.415
184,1120,1124,113,113,12769,-7.698097123,3840,2160,42,1920,1080,1176.5,1180.5,844,750.261621,1.495575221,1.584070796,169,179,1.415
185,1120,1124,113,113,12769,-7.698097123,3840,2160,42,1920,1080,1176.5,1180.5,844,750.261621,1.495575221,1.584070796,169,179,1.415
186,1120,1124,113,113,12769,-7.698097123,3840,2160,42,1920,1080,1176.5,1180.5,844,750.261621,1.495575221,1.584070796,169,179,1.415
187,1120,1124,113,113,12769,-7.698097123,3840,2160,42,1920,1080,1176.5,1180.5,844,750.261621,1.495575221,1.584070796,169,179,1.415
188,1120,1125,113,113,12769,-7.77376305,3840,2160,42,1920,1080,1176.5,1181.5,845,750.3962287,1.495575221,1.584070796,169,179,1.415
189,1119,1125,113,113,12769,-7.763448879,3840,2160,42,1920,1080,1175.5,1181.5,846,751.3870507,1.495575221,1.584070796,169,179,1.415
190,1119,1125,113,113,12769,-7.763448879,3840,2160,42,1920,1080,1175.5,1181.5,846,751.3870507,1.495575221,1.584070796,169,179,1.415
191,1118,1125,113,113,12769,-7.753161875,3840,2160,42,1920,1080,1174.5,1181.5,847,752.3778971,1.495575221,1.584070796,169,179,1.415
192,1118,1125,112,112,12544,-7.710321137,3840,2160,42,1920,1080,1174,1181,847,752.8060839,1.508928571,1.598214286,169,179,1.415
193,1116,1125,113,112,12656,-7.695034487,3840,2160,42,1920,1080,1172.5,1181,848.5,754.2925493,1.495575221,1.598214286,169,179,1.415
194,1115,1125,112,112,12544,-7.679807969,3840,2160,42,1920,1080,1171,1181,850,755.7790682,1.508928571,1.598214286,169,179,1.415
195,1112,1125,113,112,12656,-7.654563113,3840,2160,42,1920,1080,1168.5,1181,852.5,758.2567177,1.495575221,1.598214286,169,179,1.415
196,1110,1125,113,112,12656,-7.634485705,3840,2160,42,1920,1080,1166.5,1181,854.5,760.2389427,1.495575221,1.598214286,169,179,1.415
197,1107,1125,113,112,12656,-7.604565145,3840,2160,42,1920,1080,1163.5,1181,857.5,763.212454,1.495575221,1.598214286,169,179,1.415
198,1104,1124,113,113,12769,-7.53780969,3840,2160,42,1920,1080,1160.5,1180.5,860,766.1204213,1.495575221,1.584070796,169,179,1.415
199,1101,1125,113,112,12656,-7.545418088,3840,2160,42,1920,1080,1157.5,1181,863.5,769.1600939,1.495575221,1.598214286,169,179,1.415
200,1098,1124,112,113,12656,-7.474572841,3840,2160,42,1920,1080,1154,1180.5,866.5,772.5647222,1.508928571,1.584070796,169,179,1.415
201,1094,1124,112,113,12656,-7.436179571,3840,2160,42,1920,1080,1150,1180.5,870.5,776.5309073,1.508928571,1.584070796,169,179,1.415
202,1090,1124,113,113,12769,-7.402905762,3840,2160,42,1920,1080,1146.5,1180.5,874,780.0016026,1.495575221,1.584070796,169,179,1.415
203,1086,1124,113,113,12769,-7.365239315,3840,2160,42,1920,1080,1142.5,1180.5,878,783.9684305,1.495575221,1.584070796,169,179,1.415
204,1082,1124,112,113,12656,-7.323317634,3840,2160,42,1920,1080,1138,1180.5,882.5,788.4315126,1.508928571,1.584070796,169,179,1.415
205,1077,1124,112,112,12544,-7.241471025,3840,2160,42,1920,1080,1133,1180,887,793.3278011,1.508928571,1.598214286,169,179,1.415
206,1072,1124,112,113,12656,-7.231836602,3840,2160,42,1920,1080,1128,1180.5,892.5,798.3509567,1.508928571,1.584070796,169,179,1.415
207,1067,1124,112,113,12656,-7.186943362,3840,2160,42,1920,1080,1123,1180.5,897.5,803.3114278,1.508928571,1.584070796,169,179,1.415
208,1061,1125,113,112,12656,-7.173341255,3840,2160,42,1920,1080,1117.5,1181,903.5,808.8307919,1.495575221,1.598214286,169,179,1.415
209,1056,1125,112,112,12544,-7.125016349,3840,2160,42,1920,1080,1112,1181,909,814.2880326,1.508928571,1.598214286,169,179,1.415
210,1050,1125,112,112,12544,-7.073031685,3840,2160,42,1920,1080,1106,1181,915,820.2420374,1.508928571,1.598214286,169,179,1.415
211,1044,1125,112,112,12544,-7.02179632,3840,2160,42,1920,1080,1100,1181,921,826.1967078,1.508928571,1.598214286,169,179,1.415
212,1038,1125,112,112,12544,-6.971294251,3840,2160,42,1920,1080,1094,1181,927,832.1520294,1.508928571,1.598214286,169,179,1.415
213,1031,1125,112,112,12544,-6.913281247,3840,2160,42,1920,1080,1087,1181,934,839.1007091,1.508928571,1.598214286,169,179,1.415
214,1024,1125,112,112,12544,-6.856221232,3840,2160,42,1920,1080,1080,1181,941,846.0502349,1.508928571,1.598214286,169,179,1.415
215,1018,1125,112,112,12544,-6.808053558,3840,2160,42,1920,1080,1074,1181,947,852.0076291,1.508928571,1.598214286,169,179,1.415
216,1010,1125,112,113,12656,-6.777948734,3840,2160,42,1920,1080,1066,1181.5,955.5,860.0106104,1.508928571,1.584070796,169,179,1.415
217,1003,1125,112,112,12544,-6.690531,3840,2160,42,1920,1080,1059,1181,962,866.9036855,1.508928571,1.598214286,169,179,1.415
218,996,1125,111,112,12432,-6.633271485,3840,2160,42,1920,1080,1051.5,1181,969.5,874.3530465,1.522522523,1.598214286,169,179,1.415
219,988,1125,111,112,12432,-6.573260469,3840,2160,42,1920,1080,1043.5,1181,977.5,882.2999773,1.522522523,1.598214286,169,179,1.415
220,980,1125,111,112,12432,-6.514320912,3840,2160,42,1920,1080,1035.5,1181,985.5,890.2478587,1.522522523,1.598214286,169,179,1.415
221,972,1125,111,112,12432,-6.456424495,3840,2160,42,1920,1080,1027.5,1181,993.5,898.1966655,1.522522523,1.598214286,169,179,1.415
222,963,1126,111,112,12432,-6.455264364,3840,2160,42,1920,1080,1018.5,1182,1003.5,907.2520322,1.522522523,1.598214286,169,179,1.415
223,954,1126,111,112,12432,-6.391986868,3840,2160,42,1920,1080,1009.5,1182,1012.5,916.1955304,1.522522523,1.598214286,169,179,1.415
224,945,1126,111,112,12432,-6.329932878,3840,2160,42,1920,1080,1000.5,1182,1021.5,925.1401245,1.522522523,1.598214286,169,179,1.415
225,936,1126,111,112,12432,-6.269067389,3840,2160,42,1920,1080,991.5,1182,1030.5,934.085783,1.522522523,1.598214286,169,179,1.415
226,927,1126,111,112,12432,-6.209356714,3840,2160,42,1920,1080,982.5,1182,1039.5,943.0324756,1.522522523,1.598214286,169,179,1.415
227,918,1126,110,112,12320,-6.147545793,3840,2160,42,1920,1080,973,1182,1049,952.4772963,1.536363636,1.598214286,169,179,1.415
228,908,1126,110,112,12320,-6.083792379,3840,2160,42,1920,1080,963,1182,1059,962.4203863,1.536363636,1.598214286,169,179,1.415
229,898,1127,111,111,12321,-6.053747786,3840,2160,42,1920,1080,953.5,1182.5,1069,971.920007,1.522522523,1.612612613,169,179,1.415
230,887,1127,111,111,12321,-5.986121211,3840,2160,42,1920,1080,942.5,1182.5,1080,982.859349,1.522522523,1.612612613,169,179,1.415
231,877,1127,111,111,12321,-5.92593582,3840,2160,42,1920,1080,932.5,1182.5,1090,992.8053686,1.522522523,1.612612613,169,179,1.415
232,867,1128,111,110,12210,-5.895362574,3840,2160,42,1920,1080,922.5,1183,1100.5,1002.803695,1.522522523,1.627272727,169,179,1.415
233,856,1128,111,110,12210,-5.831505724,3840,2160,42,1920,1080,911.5,1183,1111.5,1013.746147,1.522522523,1.627272727,169,179,1.415
234,845,1128,111,110,12210,-5.76901278,3840,2160,42,1920,1080,900.5,1183,1122.5,1024.689831,1.522522523,1.627272727,169,179,1.415
235,834,1128,110,111,12210,-5.732601406,3840,2160,42,1920,1080,889,1183.5,1134.5,1036.182054,1.536363636,1.612612613,169,179,1.415
236,823,1128,110,111,12210,-5.672481255,3840,2160,42,1920,1080,878,1183.5,1145.5,1047.127619,1.536363636,1.612612613,169,179,1.415
237,811,1129,110,110,12100,-5.635232329,3840,2160,42,1920,1080,866,1184,1158,1059.118501,1.536363636,1.627272727,169,179,1.415
238,799,1129,110,110,12100,-5.572197804,3840,2160,42,1920,1080,854,1184,1170,1071.061156,1.536363636,1.627272727,169,179,1.415
239,787,1129,110,111,12210,-5.536882362,3840,2160,42,1920,1080,842,1184.5,1182.5,1083.053207,1.536363636,1.612612613,169,179,1.415
240,775,1129,110,111,12210,-5.476298467,3840,2160,42,1920,1080,830,1184.5,1194.5,1094.997831,1.536363636,1.612612613,169,179,1.415
242,750,1130,110,110,12100,-5.379701599,3840,2160,42,1920,1080,805,1185,1220,1119.933034,1.536363636,1.627272727,169,179,1.415
243,737,1130,110,111,12210,-5.343236887,3840,2160,42,1920,1080,792,1185.5,1233.5,1132.922879,1.536363636,1.612612613,169,179,1.415
244,724,1130,110,111,12210,-5.282705036,3840,2160,42,1920,1080,779,1185.5,1246.5,1145.86703,1.536363636,1.612612613,169,179,1.415
245,711,1131,110,110,12100,-5.248143685,3840,2160,42,1920,1080,766,1186,1260,1158.858059,1.536363636,1.627272727,169,179,1.415
246,698,1131,109,110,11990,-5.187791562,3840,2160,42,1920,1080,752.5,1186,1273.5,1172.302115,1.550458716,1.627272727,169,179,1.415
247,685,1132,109,110,11990,-5.179112106,3840,2160,42,1920,1080,739.5,1187,1287.5,1185.339297,1.550458716,1.627272727,169,179,1.415
248,671,1132,109,110,11990,-5.118735286,3840,2160,42,1920,1080,725.5,1187,1301.5,1199.282807,1.550458716,1.627272727,169,179,1.415
249,657,1132,109,110,11990,-5.059746341,3840,2160,42,1920,1080,711.5,1187,1315.5,1213.227617,1.550458716,1.627272727,169,179,1.415
250,644,1132,108,110,11880,-5.004134377,3840,2160,42,1920,1080,698,1187,1329,1226.675589,1.564814815,1.627272727,169,179,1.415
251,629,1133,108,110,11880,-4.989727395,3840,2160,42,1920,1080,683,1188,1345,1241.705682,1.564814815,1.627272727,169,179,1.415
252,615,1134,108,109,11772,-4.956894141,3840,2160,42,1920,1080,669,1188.5,1359.5,1255.696321,1.564814815,1.642201835,169,179,1.415
253,600,1134,108,109,11772,-4.898450635,3840,2160,42,1920,1080,654,1188.5,1374.5,1270.640882,1.564814815,1.642201835,169,179,1.415
254,586,1134,108,109,11772,-4.845130284,3840,2160,42,1920,1080,640,1188.5,1388.5,1284.590304,1.564814815,1.642201835,169,179,1.415
255,571,1135,108,109,11772,-4.83320425,3840,2160,42,1920,1080,625,1189.5,1404.5,1299.621195,1.564814815,1.642201835,169,179,1.415
256,556,1135,108,109,11772,-4.778119919,3840,2160,42,1920,1080,610,1189.5,1419.5,1314.568465,1.564814815,1.642201835,169,179,1.415
257,541,1135,108,110,11880,-4.745747944,3840,2160,42,1920,1080,595,1190,1435,1329.558197,1.564814815,1.627272727,169,179,1.415
258,526,1136,107,109,11663,-4.712347363,3840,2160,42,1920,1080,579.5,1190.5,1451,1345.046653,1.579439252,1.642201835,169,179,1.415
259,511,1137,107,109,11663,-4.70241893,3840,2160,42,1920,1080,564.5,1191.5,1467,1360.078123,1.579439252,1.642201835,169,179,1.415
260,495,1137,107,109,11663,-4.647801985,3840,2160,42,1920,1080,548.5,1191.5,1483,1376.024891,1.579439252,1.642201835,169,179,1.415
261,480,1137,107,109,11663,-4.59773599,3840,2160,42,1920,1080,533.5,1191.5,1498,1390.976096,1.579439252,1.642201835,169,179,1.415
262,464,1138,107,108,11556,-4.565802606,3840,2160,42,1920,1080,517.5,1192,1514.5,1406.964907,1.579439252,1.657407407,169,179,1.415
263,448,1138,106,109,11554,-4.53299571,3840,2160,42,1920,1080,501,1192.5,1531.5,1423.452581,1.594339623,1.642201835,169,179,1.415
264,432,1139,106,108,11448,-4.502501943,3840,2160,42,1920,1080,485,1193,1548,1439.442253,1.594339623,1.657407407,169,179,1.415
265,415,1139,107,109,11663,-4.471143746,3840,2160,42,1920,1080,468.5,1193.5,1565,1455.930802,1.579439252,1.642201835,169,179,1.415
266,399,1139,106,109,11554,-4.421089432,3840,2160,42,1920,1080,452,1193.5,1581.5,1472.38115,1.594339623,1.642201835,169,179,1.415
267,382,1140,106,108,11448,-4.389853852,3840,2160,42,1920,1080,435,1194,1599,1489.36933,1.594339623,1.657407407,169,179,1.415
268,366,1140,106,108,11448,-4.343239952,3840,2160,42,1920,1080,419,1194,1615,1505.322889,1.594339623,1.657407407,169,179,1.415
269,348,1140,106,109,11554,-4.310720062,3840,2160,42,1920,1080,401,1194.5,1633.5,1523.309309,1.594339623,1.642201835,169,179,1.415
270,331,1140,106,108,11448,-4.244638796,3840,2160,42,1920,1080,384,1194,1650,1540.224659,1.594339623,1.657407407,169,179,1.415
271,314,1140,105,108,11340,-4.196995253,3840,2160,42,1920,1080,366.5,1194,1667.5,1557.677197,1.60952381,1.657407407,169,179,1.415
272,296,1141,106,108,11448,-4.186685715,3840,2160,42,1920,1080,349,1195,1686,1575.203479,1.594339623,1.657407407,169,179,1.415
273,279,1141,106,108,11448,-4.142022863,3840,2160,42,1920,1080,332,1195,1703,1592.158598,1.594339623,1.657407407,169,179,1.415
274,261,1141,106,108,11448,-4.095758075,3840,2160,42,1920,1080,314,1195,1721,1610.112108,1.594339623,1.657407407,169,179,1.415
275,243,1141,106,108,11448,-4.050513685,3840,2160,42,1920,1080,296,1195,1739,1628.066645,1.594339623,1.657407407,169,179,1.415
276,226,1142,106,107,11342,-4.026061648,3840,2160,42,1920,1080,279,1195.5,1756.5,1645.059649,1.594339623,1.672897196,169,179,1.415
277,209,1142,105,107,11235,-3.983717346,3840,2160,42,1920,1080,261.5,1195.5,1774,1662.516917,1.60952381,1.672897196,169,179,1.415
278,192,1142,106,107,11342,-3.944599254,3840,2160,42,1920,1080,245,1195.5,1790.5,1678.977442,1.594339623,1.672897196,169,179,1.415
279,177,1143,105,107,11235,-3.942278257,3840,2160,42,1920,1080,229.5,1196.5,1807,1694.509516,1.60952381,1.672897196,169,179,1.415
280,162,1143,105,107,11235,-3.907713521,3840,2160,42,1920,1080,214.5,1196.5,1822,1709.474334,1.60952381,1.672897196,169,179,1.415
281,147,1144,105,107,11235,-3.906897231,3840,2160,42,1920,1080,199.5,1197.5,1838,1724.507611,1.60952381,1.672897196,169,179,1.415
282,132,1144,105,107,11235,-3.873232979,3840,2160,42,1920,1080,184.5,1197.5,1853,1739.473052,1.60952381,1.672897196,169,179,1.415
283,118,1145,105,107,11235,-3.874932966,3840,2160,42,1920,1080,170.5,1198.5,1868,1753.508626,1.60952381,1.672897196,169,179,1.415
284,103,1146,105,107,11235,-3.874415649,3840,2160,42,1920,1080,155.5,1199.5,1884,1768.541914,1.60952381,1.672897196,169,179,1.415
285,89,1146,105,107,11235,-3.844008813,3840,2160,42,1920,1080,141.5,1199.5,1898,1782.510168,1.60952381,1.672897196,169,179,1.415
286,76,1147,104,107,11128,-3.846966243,3840,2160,42,1920,1080,128,1200.5,1912.5,1796.04684,1.625,1.672897196,169,179,1.415
287,62,1148,105,106,11130,-3.834083652,3840,2160,42,1920,1080,114.5,1201,1926.5,1809.550013,1.60952381,1.688679245,169,179,1.415
288,50,1148,104,107,11128,-3.823487645,3840,2160,42,1920,1080,102,1201.5,1939.5,1822.055501,1.625,1.672897196,169,179,1.415
289,37,1149,104,107,11128,-3.827574519,3840,2160,42,1920,1080,89,1202.5,1953.5,1835.093254,1.625,1.672897196,169,179,1.415
290,25,1149,104,107,11128,-3.802726071,3840,2160,42,1920,1080,77,1202.5,1965.5,1847.066661,1.625,1.672897196,169,179,1.415
291,13,1150,104,106,11024,-3.793573984,3840,2160,42,1920,1080,65,1203,1978,1859.073425,1.625,1.688679245,169,179,1.415
292,0,1151,105,106,11130,-3.798802205,3840,2160,42,1920,1080,52.5,1204,1991.5,1871.612206,1.60952381,1.688679245,169,179,1.415
398,0,1169,106,108,11448,-4.379930627,3840,2160,42,1920,1080,53,1223,2010,1872.468424,1.594339623,1.657407407,169,179,1.415
399,12,1170,105,107,11235,-4.422317874,3840,2160,42,1920,1080,64.5,1223.5,1999,1861.040703,1.60952381,1.672897196,169,179,1.415
400,22,1170,105,107,11235,-4.446184755,3840,2160,42,1920,1080,74.5,1223.5,1989,1851.070636,1.60952381,1.672897196,169,179,1.415
401,33,1170,105,107,11235,-4.47273704,3840,2160,42,1920,1080,85.5,1223.5,1978,1840.103937,1.60952381,1.672897196,169,179,1.415
402,44,1170,105,107,11235,-4.499607709,3840,2160,42,1920,1080,96.5,1223.5,1967,1829.137638,1.60952381,1.672897196,169,179,1.415
403,56,1170,105,107,11235,-4.529291044,3840,2160,42,1920,1080,108.5,1223.5,1955,1817.174868,1.60952381,1.672897196,169,179,1.415
404,68,1170,105,108,11340,-4.575186752,3840,2160,42,1920,1080,120.5,1224,1943.5,1805.252406,1.60952381,1.657407407,169,179,1.415
405,80,1170,105,108,11340,-4.605769585,3840,2160,42,1920,1080,132.5,1224,1931.5,1793.290899,1.60952381,1.657407407,169,179,1.415
406,95,1170,104,107,11128,-4.627220241,3840,2160,42,1920,1080,147,1223.5,1916.5,1778.797698,1.625,1.672897196,169,179,1.415
407,109,1170,104,107,11128,-4.66388677,3840,2160,42,1920,1080,161,1223.5,1902.5,1764.84369,1.625,1.672897196,169,179,1.415
408,121,1169,105,108,11340,-4.68082476,3840,2160,42,1920,1080,173.5,1223,1889.5,1752.344501,1.60952381,1.657407407,169,179,1.415
409,133,1169,105,107,11235,-4.696657893,3840,2160,42,1920,1080,185.5,1222.5,1877,1740.343788,1.60952381,1.672897196,169,179,1.415
410,144,1168,105,107,11235,-4.693478575,3840,2160,42,1920,1080,196.5,1221.5,1865,1729.298846,1.60952381,1.672897196,169,179,1.415
411,156,1168,104,107,11128,-4.724863765,3840,2160,42,1920,1080,208,1221.5,1853.5,1717.837667,1.625,1.672897196,169,179,1.415
412,166,1167,105,107,11235,-4.720443772,3840,2160,42,1920,1080,218.5,1220.5,1842,1707.290983,1.60952381,1.672897196,169,179,1.415
413,175,1167,106,107,11342,-4.746826671,3840,2160,42,1920,1080,228,1220.5,1832.5,1697.823386,1.594339623,1.672897196,169,179,1.415
414,185,1166,105,108,11340,-4.756595973,3840,2160,42,1920,1080,237.5,1220,1822.5,1688.314618,1.60952381,1.657407407,169,179,1.415
415,193,1166,106,108,11448,-4.780636681,3840,2160,42,1920,1080,246,1220,1814,1679.84404,1.594339623,1.657407407,169,179,1.415
416,202,1166,105,108,11340,-4.804921064,3840,2160,42,1920,1080,254.5,1220,1805.5,1671.373761,1.60952381,1.657407407,169,179,1.415
417,210,1166,106,108,11448,-4.829452835,3840,2160,42,1920,1080,263,1220,1797,1662.903786,1.594339623,1.657407407,169,179,1.415
418,218,1167,106,107,11342,-4.87001906,3840,2160,42,1920,1080,271,1220.5,1789.5,1654.974698,1.594339623,1.672897196,169,179,1.415
419,225,1166,106,108,11448,-4.873359336,3840,2160,42,1920,1080,278,1220,1782,1647.957524,1.594339623,1.657407407,169,179,1.415
420,233,1167,105,108,11340,-4.930409497,3840,2160,42,1920,1080,285.5,1221,1775.5,1640.570404,1.60952381,1.657407407,169,179,1.415
421,239,1167,105,108,11340,-4.948484925,3840,2160,42,1920,1080,291.5,1221,1769.5,1634.592686,1.60952381,1.657407407,169,179,1.415
422,245,1168,106,108,11448,-5.003273769,3840,2160,42,1920,1080,298,1222,1764,1628.203918,1.594339623,1.657407407,169,179,1.415
423,252,1168,105,109,11445,-5.040898464,3840,2160,42,1920,1080,304.5,1222.5,1758,1621.772641,1.60952381,1.642201835,169,179,1.415
424,258,1169,106,108,11448,-5.078822739,3840,2160,42,1920,1080,311,1223,1752,1615.342069,1.594339623,1.657407407,169,179,1.415
425,265,1169,106,108,11448,-5.100898025,3840,2160,42,1920,1080,318,1223,1745,1608.369671,1.594339623,1.657407407,169,179,1.415
426,272,1169,106,108,11448,-5.123165537,3840,2160,42,1920,1080,325,1223,1738,1601.397515,1.594339623,1.657407407,169,179,1.415
427,280,1169,106,108,11448,-5.148852729,3840,2160,42,1920,1080,333,1223,1730,1593.429634,1.594339623,1.657407407,169,179,1.415
428,287,1169,106,109,11554,-5.189524427,3840,2160,42,1920,1080,340,1223.5,1723.5,1586.503152,1.594339623,1.642201835,169,179,1.415
429,295,1170,106,108,11448,-5.233861647,3840,2160,42,1920,1080,348,1224,1716,1578.581642,1.594339623,1.657407407,169,179,1.415
430,303,1170,106,108,11448,-5.260483501,3840,2160,42,1920,1080,356,1224,1708,1570.615166,1.594339623,1.657407407,169,179,1.415
431,312,1170,106,108,11448,-5.290757741,3840,2160,42,1920,1080,365,1224,1699,1561.653291,1.594339623,1.657407407,169,179,1.415
432,321,1170,106,109,11554,-5.339751847,3840,2160,42,1920,1080,374,1224.5,1690.5,1552.738307,1.594339623,1.642201835,169,179,1.415
433,330,1170,106,109,11554,-5.370836785,3840,2160,42,1920,1080,383,1224.5,1681.5,1543.777591,1.594339623,1.642201835,169,179,1.415
434,340,1170,106,109,11554,-5.405801571,3840,2160,42,1920,1080,393,1224.5,1671.5,1533.821779,1.594339623,1.642201835,169,179,1.415
435,349,1171,107,108,11556,-5.458149267,3840,2160,42,1920,1080,402.5,1225,1662.5,1524.411772,1.579439252,1.657407407,169,179,1.415
436,359,1171,107,108,11556,-5.494135079,3840,2160,42,1920,1080,412.5,1225,1652.5,1514.457411,1.579439252,1.657407407,169,179,1.415
437,370,1171,106,108,11448,-5.532432836,3840,2160,42,1920,1080,423,1225,1642,1504.005984,1.594339623,1.657407407,169,179,1.415
438,380,1171,106,109,11554,-5.588488501,3840,2160,42,1920,1080,433,1225.5,1632.5,1494.101486,1.594339623,1.642201835,169,179,1.415
439,391,1171,106,109,11554,-5.629870547,3840,2160,42,1920,1080,444,1225.5,1621.5,1483.154156,1.594339623,1.642201835,169,179,1.415
440,402,1171,106,109,11554,-5.671868004,3840,2160,42,1920,1080,455,1225.5,1610.5,1472.207611,1.594339623,1.642201835,169,179,1.415
441,412,1171,107,109,11663,-5.712543234,3840,2160,42,1920,1080,465.5,1225.5,1600,1461.759385,1.579439252,1.642201835,169,179,1.415
442,424,1172,106,108,11448,-5.777417219,3840,2160,42,1920,1080,477,1226,1589,1450.367195,1.594339623,1.657407407,169,179,1.415
443,436,1172,106,108,11448,-5.825533327,3840,2160,42,1920,1080,489,1226,1577,1438.428657,1.594339623,1.657407407,169,179,1.415
444,447,1172,107,108,11556,-5.872400048,3840,2160,42,1920,1080,500.5,1226,1565.5,1426.988525,1.579439252,1.657407407,169,179,1.415
445,459,1172,107,108,11556,-5.922112353,3840,2160,42,1920,1080,512.5,1226,1553.5,1415.052031,1.579439252,1.657407407,169,179,1.415
446,472,1172,107,109,11663,-5.997242448,3840,2160,42,1920,1080,525.5,1226.5,1541,1402.174205,1.579439252,1.642201835,169,179,1.415
447,484,1172,107,109,11663,-6.048913781,3840,2160,42,1920,1080,537.5,1226.5,1529,1390.240447,1.579439252,1.642201835,169,179,1.415
448,497,1173,107,108,11556,-6.126582493,3840,2160,42,1920,1080,550.5,1227,1516.5,1377.366781,1.579439252,1.657407407,169,179,1.415
449,510,1173,107,108,11556,-6.184843609,3840,2160,42,1920,1080,563.5,1227,1503.5,1364.441736,1.579439252,1.657407407,169,179,1.415
450,523,1173,107,109,11663,-6.265289225,3840,2160,42,1920,1080,576.5,1227.5,1491,1351.572603,1.579439252,1.642201835,169,179,1.415
451,536,1173,107,109,11663,-6.326011962,3840,2160,42,1920,1080,589.5,1227.5,1478,1338.651,1.579439252,1.642201835,169,179,1.415
452,550,1173,107,109,11663,-6.392730375,3840,2160,42,1920,1080,603.5,1227.5,1464,1324.737144,1.579439252,1.642201835,169,179,1.415
453,565,1173,107,109,11663,-6.465787217,3840,2160,42,1920,1080,618.5,1227.5,1449,1309.831478,1.579439252,1.642201835,169,179,1.415
454,579,1173,107,109,11663,-6.535489769,3840,2160,42,1920,1080,632.5,1227.5,1435,1295.921487,1.579439252,1.642201835,169,179,1.415
455,594,1174,107,108,11556,-6.634064336,3840,2160,42,1920,1080,647.5,1228,1420.5,1281.077769,1.579439252,1.657407407,169,179,1.415
456,609,1173,107,109,11663,-6.690008992,3840,2160,42,1920,1080,662.5,1227.5,1405,1266.121045,1.579439252,1.642201835,169,179,1.415
457,624,1173,107,109,11663,-6.770028453,3840,2160,42,1920,1080,677.5,1227.5,1390,1251.2244,1.579439252,1.642201835,169,179,1.415
458,639,1173,107,109,11663,-6.851976075,3840,2160,42,1920,1080,692.5,1227.5,1375,1236.330255,1.579439252,1.642201835,169,179,1.415
459,654,1173,108,109,11772,-6.938755518,3840,2160,42,1920,1080,708,1227.5,1359.5,1220.942361,1.564814815,1.642201835,169,179,1.415
460,670,1173,107,109,11663,-7.027750085,3840,2160,42,1920,1080,723.5,1227.5,1344,1205.55734,1.579439252,1.642201835,169,179,1.415
461,685,1172,107,110,11770,-7.092187226,3840,2160,42,1920,1080,738.5,1227,1328.5,1190.609613,1.579439252,1.627272727,169,179,1.415
462,699,1172,108,110,11880,-7.179393852,3840,2160,42,1920,1080,753,1227,1314,1176.221918,1.564814815,1.627272727,169,179,1.415
463,714,1172,107,110,11770,-7.26876013,3840,2160,42,1920,1080,767.5,1227,1299.5,1161.837015,1.579439252,1.627272727,169,179,1.415
464,728,1172,108,110,11880,-7.360366838,3840,2160,42,1920,1080,782,1227,1285,1147.45501,1.564814815,1.627272727,169,179,1.415
465,742,1172,108,109,11772,-7.425959844,3840,2160,42,1920,1080,796,1226.5,1270.5,1133.507058,1.564814815,1.642201835,169,179,1.415
466,756,1172,108,109,11772,-7.518555646,3840,2160,42,1920,1080,810,1226.5,1256.5,1119.625942,1.564814815,1.642201835,169,179,1.415
467,769,1171,109,110,11990,-7.584375001,3840,2160,42,1920,1080,823.5,1226,1242.5,1106.177314,1.550458716,1.627272727,169,179,1.415
468,783,1171,109,110,11990,-7.681300158,3840,2160,42,1920,1080,837.5,1226,1228.5,1092.301355,1.550458716,1.627272727,169,179,1.415
491,1128,1171,112,111,12432,-11.25752553,3840,2160,42,1920,1080,1184,1226.5,882.5,750.438705,1.508928571,1.612612613,169,179,1.415
492,1146,1171,112,112,12544,-11.57057511,3840,2160,42,1920,1080,1202,1227,865,732.8935803,1.508928571,1.598214286,169,179,1.415
493,1163,1171,113,111,12543,-11.81237642,3840,2160,42,1920,1080,1219.5,1226.5,847,715.6552941,1.495575221,1.612612613,169,179,1.415
494,1181,1171,113,111,12543,-12.11482163,3840,2160,42,1920,1080,1237.5,1226.5,829,698.0462019,1.495575221,1.612612613,169,179,1.415
495,1200,1170,113,112,12656,-12.40988952,3840,2160,42,1920,1080,1256.5,1226,809.5,679.3734246,1.495575221,1.598214286,169,179,1.415
496,1219,1170,113,112,12656,-12.76391423,3840,2160,42,1920,1080,1275.5,1226,790.5,660.8299706,1.495575221,1.598214286,169,179,1.415
497,1238,1170,113,111,12543,-13.09492443,3840,2160,42,1920,1080,1294.5,1225.5,771,642.1997353,1.495575221,1.612612613,169,179,1.415
498,1256,1169,113,112,12656,-13.42437006,3840,2160,42,1920,1080,1312.5,1225,752.5,624.5648485,1.495575221,1.598214286,169,179,1.415
499,1274,1169,113,112,12656,-13.81878151,3840,2160,42,1920,1080,1330.5,1225,734.5,607.071042,1.495575221,1.598214286,169,179,1.415
500,1291,1169,113,111,12543,-14.16568535,3840,2160,42,1920,1080,1347.5,1224.5,717,590.454486,1.495575221,1.612612613,169,179,1.415
501,1309,1169,113,111,12543,-14.60615094,3840,2160,42,1920,1080,1365.5,1224.5,699,573.0187606,1.495575221,1.612612613,169,179,1.415
