Frame,X,Y,Width,Height,Area,Angle,Width-S,Height-S,Altitude,center-ix,center-iy,center-ox,center-oy,M-dist,E-dist,GSD-X,GSD-Y,X-cm,Y-cm,GSD
502,1326,1168,113,112,12656,-14.99774322,3840,2160,42,1920,1080,1382.5,1224,681.5,556.4550746,1.495575221,1.598214286,169,179,1.415
503,1343,1168,113,112,12656,-15.46448116,3840,2160,42,1920,1080,1399.5,1224,664.5,540.0520808,1.495575221,1.598214286,169,179,1.415
504,1359,1167,114,113,12882,-15.89283098,3840,2160,42,1920,1080,1416,1223.5,647.5,524.030772,1.48245614,1.584070796,169,179,1.415
505,1375,1167,114,112,12768,-16.33231452,3840,2160,42,1920,1080,1432,1223,631,508.5204027,1.48245614,1.598214286,169,179,1.415
506,1391,1167,114,111,12654,-16.79942131,3840,2160,42,1920,1080,1448,1222.5,614.5,493.0418339,1.48245614,1.612612613,169,179,1.415
507,1407,1166,114,113,12882,-17.35402464,3840,2160,42,1920,1080,1464,1222.5,598.5,477.7470565,1.48245614,1.584070796,169,179,1.415
508,1423,1166,114,113,12882,-17.94525323,3840,2160,42,1920,1080,1480,1222.5,582.5,462.5,1.48245614,1.584070796,169,179,1.415
509,1438,1165,114,114,12996,-18.47538338,3840,2160,42,1920,1080,1495,1222,567,448.094856,1.48245614,1.570175439,169,179,1.415
510,1453,1165,114,114,12996,-19.10309089,3840,2160,42,1920,1080,1510,1222,552,433.8939963,1.48245614,1.570175439,169,179,1.415
511,1468,1165,114,114,12996,-19.77319009,3840,2160,42,1920,1080,1525,1222,537,419.7487344,1.48245614,1.570175439,169,179,1.415
512,1483,1165,114,114,12996,-20.48992202,3840,2160,42,1920,1080,1540,1222,522,405.6648863,1.48245614,1.570175439,169,179,1.415
513,1498,1165,114,114,12996,-21.25808031,3840,2160,42,1920,1080,1555,1222,507,391.6490776,1.48245614,1.570175439,169,179,1.415
514,1513,1165,115,114,13110,-22.11164695,3840,2160,42,1920,1080,1570.5,1222,491.5,377.2456096,1.469565217,1.570175439,169,179,1.415
515,1528,1165,115,114,13110,-23.00191201,3840,2160,42,1920,1080,1585.5,1222,476.5,363.3926939,1.469565217,1.570175439,169,179,1.415
516,1543,1165,115,114,13110,-23.96248897,3840,2160,42,1920,1080,1600.5,1222,461.5,349.634452,1.469565217,1.570175439,169,179,1.415
517,1559,1165,115,114,13110,-25.07370889,3840,2160,42,1920,1080,1616.5,1222,445.5,335.0764838,1.469565217,1.570175439,169,179,1.415
518,1575,1165,115,114,13110,-26.28536689,3840,2160,42,1920,1080,1632.5,1222,429.5,320.6559683,1.469565217,1.570175439,169,179,1.415
519,1592,1164,115,115,13225,-27.61430712,3840,2160,42,1920,1080,1649.5,1221.5,412,305.2744667,1.469565217,1.556521739,169,179,1.415
520,1608,1164,115,115,13225,-29.07371543,3840,2160,42,1920,1080,1665.5,1221.5,396,291.1915177,1.469565217,1.556521739,169,179,1.415
521,1625,1164,115,116,13340,-30.87498099,3840,2160,42,1920,1080,1682.5,1222,379.5,276.7132993,1.469565217,1.543103448,169,179,1.415
522,1642,1164,116,115,13340,-32.74838713,3840,2160,42,1920,1080,1700,1221.5,361.5,261.5764707,1.456896552,1.556521739,169,179,1.415
523,1659,1164,116,115,13340,-34.87820652,3840,2160,42,1920,1080,1717,1221.5,344.5,247.4494898,1.456896552,1.556521739,169,179,1.415
524,1676,1164,116,115,13340,-37.26216044,3840,2160,42,1920,1080,1734,1221.5,327.5,233.705477,1.456896552,1.556521739,169,179,1.415
525,1694,1164,116,115,13340,-40.10615826,3840,2160,42,1920,1080,1752,1221.5,309.5,219.6502902,1.456896552,1.556521739,169,179,1.415
526,1712,1164,116,115,13340,-43.32975587,3840,2160,42,1920,1080,1770,1221.5,291.5,206.2092384,1.456896552,1.556521739,169,179,1.415
527,1730,1163,116,116,13456,-46.88818801,3840,2160,42,1920,1080,1788,1221,273,193.1450232,1.456896552,1.543103448,169,179,1.415
528,1749,1163,116,116,13456,-51.29067077,3840,2160,42,1920,1080,1807,1221,254,180.69311,1.456896552,1.543103448,169,179,1.415
529,1767,1163,117,116,13572,-56.16950192,3840,2160,42,1920,1080,1825.5,1221,235.5,169.7387699,1.444444444,1.543103448,169,179,1.415
530,1786,1163,116,115,13340,-61.58992446,3840,2160,42,1920,1080,1844,1220.5,216.5,159.7380668,1.456896552,1.556521739,169,179,1.415
531,1805,1162,117,116,13572,-68.02240479,3840,2160,42,1920,1080,1863.5,1220,196.5,150.9710237,1.444444444,1.543103448,169,179,1.415
532,1825,1162,117,116,13572,-75.38745631,3840,2160,42,1920,1080,1883.5,1220,176.5,144.6798189,1.444444444,1.543103448,169,179,1.415
533,1844,1162,117,115,13455,-82.84970982,3840,2160,42,1920,1080,1902.5,1219.5,157,140.5933853,1.444444444,1.556521739,169,179,1.415
534,1862,1161,117,116,13572,-90.20609904,3840,2160,42,1920,1080,1920.5,1219,139.5,139.0008993,1.444444444,1.543103448,169,179,1.415
535,1880,1160,118,117,13806,-97.81131274,3840,2160,42,1920,1080,1939,1218.5,157.5,139.7971745,1.43220339,1.52991453,169,179,1.415
536,1899,1159,117,118,13806,-105.2024087,3840,2160,42,1920,1080,1957.5,1218,175.5,143.0043706,1.444444444,1.516949153,169,179,1.415
537,1916,1159,118,117,13806,-111.8014095,3840,2160,42,1920,1080,1975,1217.5,192.5,148.0920322,1.43220339,1.52991453,169,179,1.415
538,1934,1150,119,126,14994,-118.9264258,3840,2160,42,1920,1080,1993.5,1213,206.5,151.9580534,1.420168067,1.420634921,169,179,1.415
539,1951,1150,119,125,14875,-124.3338132,3840,2160,42,1920,1080,2010.5,1212.5,223,160.4571594,1.420168067,1.432,169,179,1.415
540,1969,1149,119,126,14994,-129.4191685,3840,2160,42,1920,1080,2028.5,1212,240.5,170.8691019,1.420168067,1.420634921,169,179,1.415
541,1987,1149,118,125,14750,-133.7763927,3840,2160,42,1920,1080,2046,1211.5,257.5,182.1215254,1.43220339,1.432,169,179,1.415
542,2004,1155,118,118,13924,-136.8609411,3840,2160,42,1920,1080,2063,1214,277,195.9719368,1.43220339,1.516949153,169,179,1.415
543,2020,1156,118,117,13806,-139.7717195,3840,2160,42,1920,1080,2079,1214.5,293.5,208.2576529,1.43220339,1.52991453,169,179,1.415
544,2036,1155,119,117,13923,-142.7403412,3840,2160,42,1920,1080,2095.5,1213.5,309,220.505102,1.420168067,1.52991453,169,179,1.415
545,2050,1155,120,117,14040,-144.9069113,3840,2160,42,1920,1080,2110,1213.5,323.5,232.2116491,1.408333333,1.52991453,169,179,1.415
546,2065,1146,120,125,15000,-147.9193102,3840,2160,42,1920,1080,2125,1208.5,333.5,241.9447251,1.408333333,1.432,169,179,1.415
547,2080,1145,120,125,15000,-149.9057585,3840,2160,42,1920,1080,2140,1207.5,347.5,254.2759328,1.408333333,1.432,169,179,1.415
548,2095,1145,118,125,14750,-151.4152797,3840,2160,42,1920,1080,2154,1207.5,361.5,266.4812376,1.43220339,1.432,169,179,1.415
549,2109,1144,119,126,14994,-152.929951,3840,2160,42,1920,1080,2168.5,1207,375.5,279.0721233,1.420168067,1.420634921,169,179,1.415
550,2122,1144,120,126,15120,-154.139009,3840,2160,42,1920,1080,2182,1207,389,291.1580327,1.408333333,1.420634921,169,179,1.415
551,2136,1144,118,125,14750,-155.2975698,3840,2160,42,1920,1080,2195,1206.5,401.5,302.6999339,1.43220339,1.432,169,179,1.415
552,2148,1151,120,118,14160,-155.7061124,3840,2160,42,1920,1080,2208,1210,418,315.9810121,1.408333333,1.516949153,169,179,1.415
553,2161,1143,119,126,14994,-157.2516391,3840,2160,42,1920,1080,2220.5,1206,426.5,325.8469733,1.420168067,1.420634921,169,179,1.415
554,2173,1142,121,126,15246,-158.2616395,3840,2160,42,1920,1080,2233.5,1205,438.5,337.5014815,1.396694215,1.420634921,169,179,1.415
555,2185,1142,120,126,15120,-158.962489,3840,2160,42,1920,1080,2245,1205,450,348.2097069,1.408333333,1.420634921,169,179,1.415
556,2196,1142,122,126,15372,-159.6491814,3840,2160,42,1920,1080,2257,1205,462,359.4356688,1.385245902,1.420634921,169,179,1.415
557,2208,1141,120,126,15120,-160.3879063,3840,2160,42,1920,1080,2268,1204,472,369.4319964,1.408333333,1.420634921,169,179,1.415
558,2218,1141,122,126,15372,-160.9448879,3840,2160,42,1920,1080,2279,1204,483,379.8117955,1.385245902,1.420634921,169,179,1.415
559,2228,1141,121,126,15246,-161.4019485,3840,2160,42,1920,1080,2288.5,1204,492.5,388.8036137,1.396694215,1.420634921,169,179,1.415
560,2238,1141,120,126,15120,-161.8383199,3840,2160,42,1920,1080,2298,1204,502,397.8190543,1.408333333,1.420634921,169,179,1.415
561,2248,1141,120,126,15120,-162.2767634,3840,2160,42,1920,1080,2308,1204,512,407.3327878,1.408333333,1.420634921,169,179,1.415
562,2257,1141,122,126,15372,-162.6951704,3840,2160,42,1920,1080,2318,1204,522,416.8692841,1.385245902,1.420634921,169,179,1.415
563,2266,1141,123,126,15498,-163.0752844,3840,2160,42,1920,1080,2327.5,1204,531.5,425.9486471,1.37398374,1.420634921,169,179,1.415
564,2275,1141,122,126,15372,-163.4018956,3840,2160,42,1920,1080,2336,1204,540,434.0875488,1.385245902,1.420634921,169,179,1.415
565,2283,1141,121,126,15246,-163.6800689,3840,2160,42,1920,1080,2343.5,1204,547.5,441.2802398,1.396694215,1.420634921,169,179,1.415
566,2291,1141,121,126,15246,-163.9669557,3840,2160,42,1920,1080,2351.5,1204,555.5,448.9635286,1.396694215,1.420634921,169,179,1.415
567,2299,1141,122,126,15372,-164.2611986,3840,2160,42,1920,1080,2360,1204,564,457.1389286,1.385245902,1.420634921,169,179,1.415
568,2307,1141,122,126,15372,-164.5286718,3840,2160,42,1920,1080,2368,1204,572,464.8440599,1.385245902,1.420634921,169,179,1.415
569,2315,1141,123,126,15498,-164.8033084,3840,2160,42,1920,1080,2376.5,1204,580.5,473.0414887,1.37398374,1.420634921,169,179,1.415
570,2322,1141,124,126,15624,-165.0378447,3840,2160,42,1920,1080,2384,1204,588,480.2832498,1.362903226,1.420634921,169,179,1.415
571,2330,1141,123,126,15498,-165.2654097,3840,2160,42,1920,1080,2391.5,1204,595.5,487.5328194,1.37398374,1.420634921,169,179,1.415
572,2337,1141,124,126,15624,-165.4863028,3840,2160,42,1920,1080,2399,1204,603,494.7898544,1.362903226,1.420634921,169,179,1.415
573,2343,1140,124,126,15624,-165.769346,3840,2160,42,1920,1080,2405,1203,608,500.3538748,1.362903226,1.420634921,169,179,1.415
574,2350,1140,122,127,15494,-165.8814153,3840,2160,42,1920,1080,2411,1203.5,614.5,506.2936401,1.385245902,1.409448819,169,179,1.415
575,2356,1140,122,126,15372,-166.099464,3840,2160,42,1920,1080,2417,1203,620,511.9941406,1.385245902,1.420634921,169,179,1.415
576,2362,1140,123,126,15498,-166.2720837,3840,2160,42,1920,1080,2423.5,1203,626.5,518.3061354,1.37398374,1.420634921,169,179,1.415
577,2367,1140,123,126,15498,-166.4020328,3840,2160,42,1920,1080,2428.5,1203,631.5,523.164649,1.37398374,1.420634921,169,179,1.415
578,2372,1139,123,127,15621,-166.5823637,3840,2160,42,1920,1080,2433.5,1202.5,636,527.9095566,1.37398374,1.409448819,169,179,1.415
579,2377,1139,124,127,15748,-166.7194906,3840,2160,42,1920,1080,2439,1202.5,641.5,533.2609586,1.362903226,1.409448819,169,179,1.415
580,2382,1139,123,126,15498,-166.8815481,3840,2160,42,1920,1080,2443.5,1202,645.5,537.5279063,1.37398374,1.420634921,169,179,1.415
581,2386,1139,122,126,15372,-166.9656882,3840,2160,42,1920,1080,2447,1202,649,540.9371498,1.385245902,1.420634921,169,179,1.415
582,2389,1138,123,126,15498,-167.1513946,3840,2160,42,1920,1080,2450.5,1201,651.5,544.1242965,1.37398374,1.420634921,169,179,1.415
583,2393,1138,122,127,15494,-167.1818221,3840,2160,42,1920,1080,2454,1201.5,655.5,547.6479252,1.385245902,1.409448819,169,179,1.415
584,2396,1138,123,126,15498,-167.3132754,3840,2160,42,1920,1080,2457.5,1201,658.5,550.9512229,1.37398374,1.420634921,169,179,1.415
585,2400,1138,123,126,15498,-167.4039898,3840,2160,42,1920,1080,2461.5,1201,662.5,554.8542601,1.37398374,1.420634921,169,179,1.415
586,2404,1138,124,126,15624,-167.5045296,3840,2160,42,1920,1080,2466,1201,667,559.2468149,1.362903226,1.420634921,169,179,1.415
587,2408,1138,124,127,15748,-167.5429085,3840,2160,42,1920,1080,2470,1201.5,671.5,563.260375,1.362903226,1.409448819,169,179,1.415
588,2413,1138,123,127,15621,-167.6408841,3840,2160,42,1920,1080,2474.5,1201.5,676,567.6552651,1.37398374,1.409448819,169,179,1.415
589,2418,1138,123,127,15621,-167.7479813,3840,2160,42,1920,1080,2479.5,1201.5,681,572.5403916,1.37398374,1.409448819,169,179,1.415
590,2423,1139,124,127,15748,-167.7668058,3840,2160,42,1920,1080,2485,1202.5,687.5,578.1273649,1.362903226,1.409448819,169,179,1.415
591,2429,1139,123,127,15621,-167.8812397,3840,2160,42,1920,1080,2490.5,1202.5,693,583.5036418,1.37398374,1.409448819,169,179,1.415
592,2435,1139,123,127,15621,-168.003695,3840,2160,42,1920,1080,2496.5,1202.5,699,589.3712752,1.37398374,1.409448819,169,179,1.415
593,2441,1139,123,127,15621,-168.1237356,3840,2160,42,1920,1080,2502.5,1202.5,705,595.2415476,1.37398374,1.409448819,169,179,1.415
594,2448,1140,123,126,15498,-168.2142464,3840,2160,42,1920,1080,2509.5,1203,712.5,602.1953587,1.37398374,1.420634921,169,179,1.415
595,2455,1140,124,126,15624,-168.3582424,3840,2160,42,1920,1080,2517,1203,720,609.5391702,1.362903226,1.420634921,169,179,1.415
596,2462,1140,124,127,15748,-168.444008,3840,2160,42,1920,1080,2524,1203.5,727.5,616.4967559,1.362903226,1.409448819,169,179,1.415
597,2470,1141,123,126,15498,-168.536991,3840,2160,42,1920,1080,2531.5,1204,735.5,623.9457108,1.37398374,1.420634921,169,179,1.415
598,2478,1141,123,127,15621,-168.6367195,3840,2160,42,1920,1080,2539.5,1204.5,744,631.8864613,1.37398374,1.409448819,169,179,1.415
599,2486,1141,124,127,15748,-168.7865988,3840,2160,42,1920,1080,2548,1204.5,752.5,640.2220318,1.362903226,1.409448819,169,179,1.415
600,2495,1142,123,126,15498,-168.8892811,3840,2160,42,1920,1080,2556.5,1205,761.5,648.6580378,1.37398374,1.420634921,169,179,1.415
601,2504,1142,123,127,15621,-168.997647,3840,2160,42,1920,1080,2565.5,1205.5,771,657.5868764,1.37398374,1.409448819,169,179,1.415
602,2513,1142,123,127,15621,-169.1453216,3840,2160,42,1920,1080,2574.5,1205.5,780,666.423664,1.37398374,1.409448819,169,179,1.415
603,2523,1142,123,126,15498,-169.3465097,3840,2160,42,1920,1080,2584.5,1205,789.5,676.154753,1.37398374,1.420634921,169,179,1.415
604,2532,1142,123,127,15621,-169.4445632,3840,2160,42,1920,1080,2593.5,1205.5,799,685.0930594,1.37398374,1.409448819,169,179,1.415
605,2542,1142,123,127,15621,-169.5955986,3840,2160,42,1920,1080,2603.5,1205.5,809,694.9262551,1.37398374,1.409448819,169,179,1.415
606,2552,1142,124,127,15748,-169.7496517,3840,2160,42,1920,1080,2614,1205.5,819.5,705.2561591,1.362903226,1.409448819,169,179,1.415
607,2561,1142,124,127,15748,-169.8781492,3840,2160,42,1920,1080,2623,1205.5,828.5,714.1143116,1.362903226,1.409448819,169,179,1.415
608,2570,1142,124,127,15748,-170.0034973,3840,2160,42,1920,1080,2632,1205.5,837.5,722.9759678,1.362903226,1.409448819,169,179,1.415
609,2579,1142,124,127,15748,-170.1258091,3840,2160,42,1920,1080,2641,1205.5,846.5,731.8410005,1.362903226,1.409448819,169,179,1.415
610,2588,1142,124,126,15624,-170.2833142,3840,2160,42,1920,1080,2650,1205,855,740.6247363,1.362903226,1.420634921,169,179,1.415
611,2597,1142,123,126,15498,-170.3930553,3840,2160,42,1920,1080,2658.5,1205,863.5,749.0041722,1.37398374,1.420634921,169,179,1.415
612,2605,1142,123,127,15621,-170.4567955,3840,2160,42,1920,1080,2666.5,1205.5,872,756.9758913,1.37398374,1.409448819,169,179,1.415
613,2614,1142,123,127,15621,-170.5684258,3840,2160,42,1920,1080,2675.5,1205.5,881,765.8527926,1.37398374,1.409448819,169,179,1.415
614,2622,1142,124,127,15748,-170.6715036,3840,2160,42,1920,1080,2684,1205.5,889.5,774.2391426,1.362903226,1.409448819,169,179,1.415
615,2630,1142,124,127,15748,-170.7664984,3840,2160,42,1920,1080,2692,1205.5,897.5,782.1344194,1.362903226,1.409448819,169,179,1.415
616,2638,1142,124,127,15748,-170.8595943,3840,2160,42,1920,1080,2700,1205.5,905.5,790.0318032,1.362903226,1.409448819,169,179,1.415
617,2646,1141,124,127,15748,-171.0217728,3840,2160,42,1920,1080,2708,1204.5,912.5,797.7745609,1.362903226,1.409448819,169,179,1.415
618,2654,1141,124,128,15872,-171.075431,3840,2160,42,1920,1080,2716,1205,921,805.7549255,1.362903226,1.3984375,169,179,1.415
619,2661,1142,125,127,15875,-171.1226038,3840,2160,42,1920,1080,2723.5,1205.5,929,813.2419689,1.352,1.409448819,169,179,1.415
620,2669,1142,124,127,15748,-171.2034107,3840,2160,42,1920,1080,2731,1205.5,936.5,820.6529413,1.362903226,1.409448819,169,179,1.415
621,2676,1141,125,128,16000,-171.3169707,3840,2160,42,1920,1080,2738.5,1205,943.5,827.9898852,1.352,1.3984375,169,179,1.415
622,2684,1142,124,127,15748,-171.360723,3840,2160,42,1920,1080,2746,1205.5,951.5,835.4796527,1.362903226,1.409448819,169,179,1.415
623,2691,1142,124,127,15748,-171.4322401,3840,2160,42,1920,1080,2753,1205.5,958.5,842.4008844,1.362903226,1.409448819,169,179,1.415
624,2699,1142,125,127,15875,-171.5175178,3840,2160,42,1920,1080,2761.5,1205.5,967,850.8069699,1.352,1.409448819,169,179,1.415
625,2708,1142,124,128,15872,-171.5681452,3840,2160,42,1920,1080,2770,1206,976,859.2880774,1.362903226,1.3984375,169,179,1.415
626,2716,1143,124,127,15748,-171.6129676,3840,2160,42,1920,1080,2778,1206.5,984.5,867.275187,1.362903226,1.409448819,169,179,1.415
627,2725,1143,124,127,15748,-171.6988108,3840,2160,42,1920,1080,2787,1206.5,993.5,876.1799187,1.362903226,1.409448819,169,179,1.415
628,2734,1143,125,127,15875,-171.7875499,3840,2160,42,1920,1080,2796.5,1206.5,1003,885.5814474,1.352,1.409448819,169,179,1.415
629,2744,1143,124,128,15872,-171.842739,3840,2160,42,1920,1080,2806,1207,1013,895.0558642,1.362903226,1.3984375,169,179,1.415
630,2754,1144,124,127,15748,-171.9012337,3840,2160,42,1920,1080,2816,1207.5,1023.5,905.0261046,1.362903226,1.409448819,169,179,1.415
631,2764,1144,125,127,15875,-171.9938185,3840,2160,42,1920,1080,2826.5,1207.5,1034,915.42258,1.352,1.409448819,169,179,1.415
632,2775,1144,124,127,15748,-172.0843237,3840,2160,42,1920,1080,2837,1207.5,1044.5,925.8213921,1.362903226,1.409448819,169,179,1.415
633,2786,1144,123,127,15621,-172.1728181,3840,2160,42,1920,1080,2847.5,1207.5,1055,936.2224629,1.37398374,1.409448819,169,179,1.415
634,2797,1144,123,128,15744,-172.2334718,3840,2160,42,1920,1080,2858.5,1208,1066.5,947.1886032,1.37398374,1.3984375,169,179,1.415
635,2808,1145,124,127,15748,-172.2967448,3840,2160,42,1920,1080,2870,1208.5,1078.5,958.6512661,1.362903226,1.409448819,169,179,1.415
636,2820,1145,123,126,15498,-172.4170668,3840,2160,42,1920,1080,2881.5,1208,1089.5,969.9826029,1.37398374,1.420634921,169,179,1.415
637,2832,1145,124,127,15748,-172.4843613,3840,2160,42,1920,1080,2894,1208.5,1102.5,982.4399473,1.362903226,1.409448819,169,179,1.415
638,2844,1145,123,127,15621,-172.5710775,3840,2160,42,1920,1080,2905.5,1208.5,1114,993.8422913,1.37398374,1.409448819,169,179,1.415
639,2857,1145,124,127,15748,-172.6703693,3840,2160,42,1920,1080,2919,1208.5,1127.5,1007.230485,1.362903226,1.409448819,169,179,1.415
640,2870,1146,124,127,15748,-172.707809,3840,2160,42,1920,1080,2932,1209.5,1141.5,1020.252052,1.362903226,1.409448819,169,179,1.415
641,2883,1146,124,127,15748,-172.7993185,3840,2160,42,1920,1080,2945,1209.5,1154.5,1033.148223,1.362903226,1.409448819,169,179,1.415
642,2898,1146,123,127,15621,-172.8987283,3840,2160,42,1920,1080,2959.5,1209.5,1169,1047.535441,1.37398374,1.409448819,169,179,1.415
643,2912,1146,124,128,15872,-172.9686697,3840,2160,42,1920,1080,2974,1210,1184,1061.986817,1.362903226,1.3984375,169,179,1.415
644,2927,1146,124,127,15748,-173.0927745,3840,2160,42,1920,1080,2989,1209.5,1198.5,1076.815328,1.362903226,1.409448819,169,179,1.415
645,2942,1146,124,128,15872,-173.1613951,3840,2160,42,1920,1080,3004,1210,1214,1091.767374,1.362903226,1.3984375,169,179,1.415
646,2956,1146,124,127,15748,-173.2735118,3840,2160,42,1920,1080,3018,1209.5,1227.5,1105.610352,1.362903226,1.409448819,169,179,1.415
647,2969,1145,124,127,15748,-173.4023962,3840,2160,42,1920,1080,3031,1208.5,1239.5,1118.406567,1.362903226,1.409448819,169,179,1.415
648,2982,1145,124,127,15748,-173.4780418,3840,2160,42,1920,1080,3044,1208.5,1252.5,1131.321462,1.362903226,1.409448819,169,179,1.415
649,2995,1145,124,127,15748,-173.5519796,3840,2160,42,1920,1080,3057,1208.5,1265.5,1144.238284,1.362903226,1.409448819,169,179,1.415
650,3007,1145,124,127,15748,-173.6187635,3840,2160,42,1920,1080,3069,1208.5,1277.5,1156.163159,1.362903226,1.409448819,169,179,1.415
651,3018,1145,124,127,15748,-173.6787831,3840,2160,42,1920,1080,3080,1208.5,1288.5,1167.095647,1.362903226,1.409448819,169,179,1.415
652,3029,1144,125,128,16000,-173.7645045,3840,2160,42,1920,1080,3091.5,1208,1299.5,1178.471998,1.352,1.3984375,169,179,1.415
653,3040,1145,125,127,15875,-173.7981136,3840,2160,42,1920,1080,3102.5,1208.5,1311,1189.461433,1.352,1.409448819,169,179,1.415
654,3050,1145,125,127,15875,-173.8497208,3840,2160,42,1920,1080,3112.5,1208.5,1321,1199.403393,1.352,1.409448819,169,179,1.415
655,3060,1145,125,127,15875,-173.9004795,3840,2160,42,1920,1080,3122.5,1208.5,1331,1209.346311,1.352,1.409448819,169,179,1.415
656,3070,1145,124,128,15872,-173.9245599,3840,2160,42,1920,1080,3132,1209,1341,1218.845765,1.362903226,1.3984375,169,179,1.415
657,3079,1145,125,128,16000,-173.9714613,3840,2160,42,1920,1080,3141.5,1209,1350.5,1228.292819,1.352,1.3984375,169,179,1.415
658,3088,1145,125,128,16000,-174.0152334,3840,2160,42,1920,1080,3150.5,1209,1359.5,1237.243408,1.352,1.3984375,169,179,1.415
659,3097,1146,125,127,15875,-174.0355129,3840,2160,42,1920,1080,3159.5,1209.5,1369,1246.246565,1.352,1.409448819,169,179,1.415
660,3105,1146,125,128,16000,-174.0507705,3840,2160,42,1920,1080,3167.5,1210,1377.5,1254.255257,1.352,1.3984375,169,179,1.415
661,3112,1146,125,128,16000,-174.0837306,3840,2160,42,1920,1080,3174.5,1210,1384.5,1261.217765,1.352,1.3984375,169,179,1.415
662,3120,1146,125,129,16125,-174.098504,3840,2160,42,1920,1080,3182.5,1210.5,1393,1269.226733,1.352,1.387596899,169,179,1.415
663,3127,1147,125,127,15875,-174.1308169,3840,2160,42,1920,1080,3189.5,1210.5,1400,1276.189837,1.352,1.409448819,169,179,1.415
664,3134,1147,124,128,15872,-174.1382897,3840,2160,42,1920,1080,3196,1211,1407,1282.706903,1.362903226,1.3984375,169,179,1.415
665,3141,1147,123,128,15744,-174.1677928,3840,2160,42,1920,1080,3202.5,1211,1413.5,1289.173088,1.37398374,1.3984375,169,179,1.415
666,3147,1148,126,127,16002,-174.1794891,3840,2160,42,1920,1080,3210,1211.5,1421.5,1296.685101,1.341269841,1.409448819,169,179,1.415
667,3153,1148,125,127,15875,-174.2040313,3840,2160,42,1920,1080,3215.5,1211.5,1427,1302.156865,1.352,1.409448819,169,179,1.415
668,3159,1148,125,127,15875,-174.2305705,3840,2160,42,1920,1080,3221.5,1211.5,1433,1308.126332,1.352,1.409448819,169,179,1.415
669,3165,1148,124,128,15872,-174.2329878,3840,2160,42,1920,1080,3227,1212,1439,1313.648735,1.362903226,1.3984375,169,179,1.415
670,3170,1148,124,128,15872,-174.2548184,3840,2160,42,1920,1080,3232,1212,1444,1318.623525,1.362903226,1.3984375,169,179,1.415
671,3175,1148,125,128,16000,-174.2786426,3840,2160,42,1920,1080,3237.5,1212,1449.5,1324.096012,1.352,1.3984375,169,179,1.415
672,3180,1149,123,128,15744,-174.2529209,3840,2160,42,1920,1080,3241.5,1213,1454.5,1328.175911,1.37398374,1.3984375,169,179,1.415
673,3185,1149,124,128,15872,-174.2765823,3840,2160,42,1920,1080,3247,1213,1460,1333.648379,1.362903226,1.3984375,169,179,1.415
674,3189,1149,124,128,15872,-174.293669,3840,2160,42,1920,1080,3251,1213,1464,1337.628499,1.362903226,1.3984375,169,179,1.415
675,3193,1149,124,128,15872,-174.3106543,3840,2160,42,1920,1080,3255,1213,1468,1341.608736,1.362903226,1.3984375,169,179,1.415
676,3196,1149,124,128,15872,-174.3233272,3840,2160,42,1920,1080,3258,1213,1471,1344.593991,1.362903226,1.3984375,169,179,1.415
677,3199,1149,125,129,16125,-174.316895,3840,2160,42,1920,1080,3261.5,1213.5,1475,1348.126292,1.352,1.387596899,169,179,1.415
678,3202,1149,125,128,16000,-174.3505932,3840,2160,42,1920,1080,3264.5,1213,1477.5,1351.062267,1.352,1.3984375,169,179,1.415
679,3205,1149,124,129,15996,-174.3399489,3840,2160,42,1920,1080,3267,1213.5,1480.5,1353.599368,1.362903226,1.387596899,169,179,1.415
680,3207,1149,124,129,15996,-174.3482861,3840,2160,42,1920,1080,3269,1213.5,1482.5,1355.589632,1.362903226,1.387596899,169,179,1.415
681,3209,1149,124,128,15872,-174.3775994,3840,2160,42,1920,1080,3271,1213,1484,1357.530847,1.362903226,1.3984375,169,179,1.415
682,3211,1149,124,128,15872,-174.3858573,3840,2160,42,1920,1080,3273,1213,1486,1359.521239,1.362903226,1.3984375,169,179,1.415
683,3212,1149,124,128,15872,-174.3899771,3840,2160,42,1920,1080,3274,1213,1487,1360.516446,1.362903226,1.3984375,169,179,1.415
684,3214,1149,123,128,15744,-174.3961457,3840,2160,42,1920,1080,3275.5,1213,1488.5,1362.009269,1.37398374,1.3984375,169,179,1.415
685,3214,1149,124,128,15872,-174.3981988,3840,2160,42,1920,1080,3276,1213,1489,1362.506881,1.362903226,1.3984375,169,179,1.415
686,3215,1149,123,128,15744,-174.4002505,3840,2160,42,1920,1080,3276.5,1213,1489.5,1363.004494,1.37398374,1.3984375,169,179,1.415
687,3215,1149,123,127,15621,-174.4211691,3840,2160,42,1920,1080,3276.5,1212.5,1489,1362.955795,1.37398374,1.409448819,169,179,1.415
688,3214,1149,123,127,15621,-174.4170794,3840,2160,42,1920,1080,3275.5,1212.5,1488,1361.960535,1.37398374,1.409448819,169,179,1.415
689,3214,1149,123,127,15621,-174.4170794,3840,2160,42,1920,1080,3275.5,1212.5,1488,1361.960535,1.37398374,1.409448819,169,179,1.415
690,3213,1149,122,128,15616,-174.3899771,3840,2160,42,1920,1080,3274,1213,1487,1360.516446,1.385245902,1.3984375,169,179,1.415
691,3213,1149,122,128,15616,-174.3899771,3840,2160,42,1920,1080,3274,1213,1487,1360.516446,1.385245902,1.3984375,169,179,1.415
