0.0,1834.0,1085.0,118.0,118.0,13924.0,-67.12633481,3840.0,2160.0,42.0,1920.0,1080.0,1893.0,1144.0,91.0,69.46221995,1.43220339,1.516949153,169.0,179.0,1.415
11.0,1834.0,1084.0,118.0,119.0,14042.0,-66.96495551,3840.0,2160.0,42.0,1920.0,1080.0,1893.0,1143.5,90.5,69.00181157,1.43220339,1.504201681,169.0,179.0,1.415
23.0,1834.0,1086.0,118.0,117.0,13806.0,-67.28558765,3840.0,2160.0,42.0,1920.0,1080.0,1893.0,1144.5,91.5,69.92317212,1.43220339,1.52991453,169.0,179.0,1.415
32.0,1834.0,1087.0,118.0,117.0,13806.0,-67.59787041,3840.0,2160.0,42.0,1920.0,1080.0,1893.0,1145.5,92.5,70.84666541,1.43220339,1.52991453,169.0,179.0,1.415
48.0,1833.0,1088.0,119.0,118.0,14042.0,-67.68441142,3840.0,2160.0,42.0,1920.0,1080.0,1892.5,1147.0,94.5,72.4240982,1.420168067,1.516949153,169.0,179.0,1.415
54.0,1834.0,1088.0,118.0,117.0,13806.0,-67.90210788,3840.0,2160.0,42.0,1920.0,1080.0,1893.0,1146.5,93.5,71.77220911,1.43220339,1.52991453,169.0,179.0,1.415
66.0,1834.0,1088.0,118.0,118.0,13924.0,-68.05130092,3840.0,2160.0,42.0,1920.0,1080.0,1893.0,1147.0,94.0,72.23572523,1.43220339,1.516949153,169.0,179.0,1.415
73.0,1834.0,1088.0,119.0,118.0,14042.0,-68.42009371,3840.0,2160.0,42.0,1920.0,1080.0,1893.5,1147.0,93.5,72.05032963,1.420168067,1.516949153,169.0,179.0,1.415
83.0,1836.0,1088.0,119.0,118.0,14042.0,-69.91396704,3840.0,2160.0,42.0,1920.0,1080.0,1895.5,1147.0,91.5,71.33897953,1.420168067,1.516949153,169.0,179.0,1.415
98.0,1802.0,1078.0,118.0,126.0,14868.0,-45.95484125,3840.0,2160.0,42.0,1920.0,1080.0,1861.0,1141.0,120.0,84.86459804,1.43220339,1.420634921,169.0,179.0,1.415
103.0,1778.0,1087.0,118.0,117.0,13806.0,-38.27897042,3840.0,2160.0,42.0,1920.0,1080.0,1837.0,1145.5,148.5,105.7319725,1.43220339,1.52991453,169.0,179.0,1.415
115.0,1694.0,1088.0,118.0,118.0,13924.0,-21.86053824,3840.0,2160.0,42.0,1920.0,1080.0,1753.0,1147.0,234.0,179.9388785,1.43220339,1.516949153,169.0,179.0,1.415
128.0,1569.0,1091.0,117.0,117.0,13689.0,-13.3660128,3840.0,2160.0,42.0,1920.0,1080.0,1627.5,1149.5,362.0,300.6434766,1.444444444,1.52991453,169.0,179.0,1.415
138.0,1450.0,1094.0,116.0,116.0,13456.0,-9.912751447,3840.0,2160.0,42.0,1920.0,1080.0,1508.0,1152.0,484.0,418.243948,1.456896552,1.543103448,169.0,179.0,1.415
145.0,1352.0,1096.0,116.0,115.0,13340.0,-8.20086697,3840.0,2160.0,42.0,1920.0,1080.0,1410.0,1153.5,583.5,515.2691044,1.456896552,1.556521739,169.0,179.0,1.415
155.0,1241.0,1103.0,114.0,115.0,13110.0,-7.374299291,3840.0,2160.0,42.0,1920.0,1080.0,1298.0,1160.5,702.5,627.1875716,1.48245614,1.556521739,169.0,179.0,1.415
162.0,1185.0,1109.0,114.0,114.0,12996.0,-7.229001316,3840.0,2160.0,42.0,1920.0,1080.0,1242.0,1166.0,764.0,683.4325131,1.48245614,1.570175439,169.0,179.0,1.415
175.0,1129.0,1119.0,113.0,113.0,12769.0,-7.408062777,3840.0,2160.0,42.0,1920.0,1080.0,1185.5,1175.5,830.0,740.6824556,1.495575221,1.584070796,169.0,179.0,1.415
180.0,1123.0,1122.0,113.0,114.0,12882.0,-7.614915193,3840.0,2160.0,42.0,1920.0,1080.0,1179.5,1179.0,839.5,747.0885155,1.495575221,1.570175439,169.0,179.0,1.415
194.0,1115.0,1125.0,112.0,112.0,12544.0,-7.679807969,3840.0,2160.0,42.0,1920.0,1080.0,1171.0,1181.0,850.0,755.7790682,1.508928571,1.598214286,169.0,179.0,1.415
201.0,1094.0,1124.0,112.0,113.0,12656.0,-7.436179571,3840.0,2160.0,42.0,1920.0,1080.0,1150.0,1180.5,870.5,776.5309073,1.508928571,1.584070796,169.0,179.0,1.415
215.0,1018.0,1125.0,112.0,112.0,12544.0,-6.808053558,3840.0,2160.0,42.0,1920.0,1080.0,1074.0,1181.0,947.0,852.0076291,1.508928571,1.598214286,169.0,179.0,1.415
223.0,954.0,1126.0,111.0,112.0,12432.0,-6.391986868,3840.0,2160.0,42.0,1920.0,1080.0,1009.5,1182.0,1012.5,916.1955304,1.522522523,1.598214286,169.0,179.0,1.415
237.0,811.0,1129.0,110.0,110.0,12100.0,-5.635232329,3840.0,2160.0,42.0,1920.0,1080.0,866.0,1184.0,1158.0,1059.118501,1.536363636,1.627272727,169.0,179.0,1.415
244.0,724.0,1130.0,110.0,111.0,12210.0,-5.282705036,3840.0,2160.0,42.0,1920.0,1080.0,779.0,1185.5,1246.5,1145.86703,1.536363636,1.612612613,169.0,179.0,1.415
253.0,600.0,1134.0,108.0,109.0,11772.0,-4.898450635,3840.0,2160.0,42.0,1920.0,1080.0,654.0,1188.5,1374.5,1270.640882,1.564814815,1.642201835,169.0,179.0,1.415
268.0,366.0,1140.0,106.0,108.0,11448.0,-4.343239952,3840.0,2160.0,42.0,1920.0,1080.0,419.0,1194.0,1615.0,1505.322889,1.594339623,1.657407407,169.0,179.0,1.415
