Frame,X,Y,Width,Height,Area,Angle,Width-S,Height-S,Height-D,center-ix,center-iy,center-ox,center-oy,M-dist,E-dist,X-cm,Y-cm
242,750,1130,110,110,12100,-5.379701599,3840,2160,42,1920,1080,805,1185,1220,1119.933034,169,179
243,737,1130,110,111,12210,-5.343236887,3840,2160,42,1920,1080,792,1185.5,1233.5,1132.922879,169,179
244,724,1130,110,111,12210,-5.282705036,3840,2160,42,1920,1080,779,1185.5,1246.5,1145.86703,169,179
245,711,1131,110,110,12100,-5.248143685,3840,2160,42,1920,1080,766,1186,1260,1158.858059,169,179
246,698,1131,109,110,11990,-5.187791562,3840,2160,42,1920,1080,752.5,1186,1273.5,1172.302115,169,179
247,685,1132,109,110,11990,-5.179112106,3840,2160,42,1920,1080,739.5,1187,1287.5,1185.339297,169,179
248,671,1132,109,110,11990,-5.118735286,3840,2160,42,1920,1080,725.5,1187,1301.5,1199.282807,169,179
249,657,1132,109,110,11990,-5.059746341,3840,2160,42,1920,1080,711.5,1187,1315.5,1213.227617,169,179
250,644,1132,108,110,11880,-5.004134377,3840,2160,42,1920,1080,698,1187,1329,1226.675589,169,179
251,629,1133,108,110,11880,-4.989727395,3840,2160,42,1920,1080,683,1188,1345,1241.705682,169,179
252,615,1134,108,109,11772,-4.956894141,3840,2160,42,1920,1080,669,1188.5,1359.5,1255.696321,169,179
253,600,1134,108,109,11772,-4.898450635,3840,2160,42,1920,1080,654,1188.5,1374.5,1270.640882,169,179
254,586,1134,108,109,11772,-4.845130284,3840,2160,42,1920,1080,640,1188.5,1388.5,1284.590304,169,179
255,571,1135,108,109,11772,-4.83320425,3840,2160,42,1920,1080,625,1189.5,1404.5,1299.621195,169,179
256,556,1135,108,109,11772,-4.778119919,3840,2160,42,1920,1080,610,1189.5,1419.5,1314.568465,169,179
257,541,1135,108,110,11880,-4.745747944,3840,2160,42,1920,1080,595,1190,1435,1329.558197,169,179
258,526,1136,107,109,11663,-4.712347363,3840,2160,42,1920,1080,579.5,1190.5,1451,1345.046653,169,179
259,511,1137,107,109,11663,-4.70241893,3840,2160,42,1920,1080,564.5,1191.5,1467,1360.078123,169,179
260,495,1137,107,109,11663,-4.647801985,3840,2160,42,1920,1080,548.5,1191.5,1483,1376.024891,169,179
261,480,1137,107,109,11663,-4.59773599,3840,2160,42,1920,1080,533.5,1191.5,1498,1390.976096,169,179
262,464,1138,107,108,11556,-4.565802606,3840,2160,42,1920,1080,517.5,1192,1514.5,1406.964907,169,179
263,448,1138,106,109,11554,-4.53299571,3840,2160,42,1920,1080,501,1192.5,1531.5,1423.452581,169,179
264,432,1139,106,108,11448,-4.502501943,3840,2160,42,1920,1080,485,1193,1548,1439.442253,169,179
265,415,1139,107,109,11663,-4.471143746,3840,2160,42,1920,1080,468.5,1193.5,1565,1455.930802,169,179
266,399,1139,106,109,11554,-4.421089432,3840,2160,42,1920,1080,452,1193.5,1581.5,1472.38115,169,179
267,382,1140,106,108,11448,-4.389853852,3840,2160,42,1920,1080,435,1194,1599,1489.36933,169,179
268,366,1140,106,108,11448,-4.343239952,3840,2160,42,1920,1080,419,1194,1615,1505.322889,169,179
269,348,1140,106,109,11554,-4.310720062,3840,2160,42,1920,1080,401,1194.5,1633.5,1523.309309,169,179
270,331,1140,106,108,11448,-4.244638796,3840,2160,42,1920,1080,384,1194,1650,1540.224659,169,179
271,314,1140,105,108,11340,-4.196995253,3840,2160,42,1920,1080,366.5,1194,1667.5,1557.677197,169,179
272,296,1141,106,108,11448,-4.186685715,3840,2160,42,1920,1080,349,1195,1686,1575.203479,169,179
273,279,1141,106,108,11448,-4.142022863,3840,2160,42,1920,1080,332,1195,1703,1592.158598,169,179
274,261,1141,106,108,11448,-4.095758075,3840,2160,42,1920,1080,314,1195,1721,1610.112108,169,179
275,243,1141,106,108,11448,-4.050513685,3840,2160,42,1920,1080,296,1195,1739,1628.066645,169,179
276,226,1142,106,107,11342,-4.026061648,3840,2160,42,1920,1080,279,1195.5,1756.5,1645.059649,169,179
277,209,1142,105,107,11235,-3.983717346,3840,2160,42,1920,1080,261.5,1195.5,1774,1662.516917,169,179
278,192,1142,106,107,11342,-3.944599254,3840,2160,42,1920,1080,245,1195.5,1790.5,1678.977442,169,179
279,177,1143,105,107,11235,-3.942278257,3840,2160,42,1920,1080,229.5,1196.5,1807,1694.509516,169,179
280,162,1143,105,107,11235,-3.907713521,3840,2160,42,1920,1080,214.5,1196.5,1822,1709.474334,169,179
281,147,1144,105,107,11235,-3.906897231,3840,2160,42,1920,1080,199.5,1197.5,1838,1724.507611,169,179
282,132,1144,105,107,11235,-3.873232979,3840,2160,42,1920,1080,184.5,1197.5,1853,1739.473052,169,179
283,118,1145,105,107,11235,-3.874932966,3840,2160,42,1920,1080,170.5,1198.5,1868,1753.508626,169,179
284,103,1146,105,107,11235,-3.874415649,3840,2160,42,1920,1080,155.5,1199.5,1884,1768.541914,169,179
285,89,1146,105,107,11235,-3.844008813,3840,2160,42,1920,1080,141.5,1199.5,1898,1782.510168,169,179
286,76,1147,104,107,11128,-3.846966243,3840,2160,42,1920,1080,128,1200.5,1912.5,1796.04684,169,179
287,62,1148,105,106,11130,-3.834083652,3840,2160,42,1920,1080,114.5,1201,1926.5,1809.550013,169,179
288,50,1148,104,107,11128,-3.823487645,3840,2160,42,1920,1080,102,1201.5,1939.5,1822.055501,169,179
289,37,1149,104,107,11128,-3.827574519,3840,2160,42,1920,1080,89,1202.5,1953.5,1835.093254,169,179
290,25,1149,104,107,11128,-3.802726071,3840,2160,42,1920,1080,77,1202.5,1965.5,1847.066661,169,179
291,13,1150,104,106,11024,-3.793573984,3840,2160,42,1920,1080,65,1203,1978,1859.073425,169,179
292,0,1151,105,106,11130,-3.798802205,3840,2160,42,1920,1080,52.5,1204,1991.5,1871.612206,169,179
398,0,1169,106,108,11448,-4.379930627,3840,2160,42,1920,1080,53,1223,2010,1872.468424,169,179
399,12,1170,105,107,11235,-4.422317874,3840,2160,42,1920,1080,64.5,1223.5,1999,1861.040703,169,179
400,22,1170,105,107,11235,-4.446184755,3840,2160,42,1920,1080,74.5,1223.5,1989,1851.070636,169,179
401,33,1170,105,107,11235,-4.47273704,3840,2160,42,1920,1080,85.5,1223.5,1978,1840.103937,169,179
402,44,1170,105,107,11235,-4.499607709,3840,2160,42,1920,1080,96.5,1223.5,1967,1829.137638,169,179
403,56,1170,105,107,11235,-4.529291044,3840,2160,42,1920,1080,108.5,1223.5,1955,1817.174868,169,179
404,68,1170,105,108,11340,-4.575186752,3840,2160,42,1920,1080,120.5,1224,1943.5,1805.252406,169,179
405,80,1170,105,108,11340,-4.605769585,3840,2160,42,1920,1080,132.5,1224,1931.5,1793.290899,169,179
406,95,1170,104,107,11128,-4.627220241,3840,2160,42,1920,1080,147,1223.5,1916.5,1778.797698,169,179
407,109,1170,104,107,11128,-4.66388677,3840,2160,42,1920,1080,161,1223.5,1902.5,1764.84369,169,179
408,121,1169,105,108,11340,-4.68082476,3840,2160,42,1920,1080,173.5,1223,1889.5,1752.344501,169,179
409,133,1169,105,107,11235,-4.696657893,3840,2160,42,1920,1080,185.5,1222.5,1877,1740.343788,169,179
410,144,1168,105,107,11235,-4.693478575,3840,2160,42,1920,1080,196.5,1221.5,1865,1729.298846,169,179
411,156,1168,104,107,11128,-4.724863765,3840,2160,42,1920,1080,208,1221.5,1853.5,1717.837667,169,179
412,166,1167,105,107,11235,-4.720443772,3840,2160,42,1920,1080,218.5,1220.5,1842,1707.290983,169,179
413,175,1167,106,107,11342,-4.746826671,3840,2160,42,1920,1080,228,1220.5,1832.5,1697.823386,169,179
414,185,1166,105,108,11340,-4.756595973,3840,2160,42,1920,1080,237.5,1220,1822.5,1688.314618,169,179
415,193,1166,106,108,11448,-4.780636681,3840,2160,42,1920,1080,246,1220,1814,1679.84404,169,179
416,202,1166,105,108,11340,-4.804921064,3840,2160,42,1920,1080,254.5,1220,1805.5,1671.373761,169,179
417,210,1166,106,108,11448,-4.829452835,3840,2160,42,1920,1080,263,1220,1797,1662.903786,169,179
418,218,1167,106,107,11342,-4.87001906,3840,2160,42,1920,1080,271,1220.5,1789.5,1654.974698,169,179
419,225,1166,106,108,11448,-4.873359336,3840,2160,42,1920,1080,278,1220,1782,1647.957524,169,179
420,233,1167,105,108,11340,-4.930409497,3840,2160,42,1920,1080,285.5,1221,1775.5,1640.570404,169,179
421,239,1167,105,108,11340,-4.948484925,3840,2160,42,1920,1080,291.5,1221,1769.5,1634.592686,169,179
422,245,1168,106,108,11448,-5.003273769,3840,2160,42,1920,1080,298,1222,1764,1628.203918,169,179
423,252,1168,105,109,11445,-5.040898464,3840,2160,42,1920,1080,304.5,1222.5,1758,1621.772641,169,179
424,258,1169,106,108,11448,-5.078822739,3840,2160,42,1920,1080,311,1223,1752,1615.342069,169,179
425,265,1169,106,108,11448,-5.100898025,3840,2160,42,1920,1080,318,1223,1745,1608.369671,169,179
426,272,1169,106,108,11448,-5.123165537,3840,2160,42,1920,1080,325,1223,1738,1601.397515,169,179
427,280,1169,106,108,11448,-5.148852729,3840,2160,42,1920,1080,333,1223,1730,1593.429634,169,179
428,287,1169,106,109,11554,-5.189524427,3840,2160,42,1920,1080,340,1223.5,1723.5,1586.503152,169,179
429,295,1170,106,108,11448,-5.233861647,3840,2160,42,1920,1080,348,1224,1716,1578.581642,169,179
430,303,1170,106,108,11448,-5.260483501,3840,2160,42,1920,1080,356,1224,1708,1570.615166,169,179
431,312,1170,106,108,11448,-5.290757741,3840,2160,42,1920,1080,365,1224,1699,1561.653291,169,179
432,321,1170,106,109,11554,-5.339751847,3840,2160,42,1920,1080,374,1224.5,1690.5,1552.738307,169,179
433,330,1170,106,109,11554,-5.370836785,3840,2160,42,1920,1080,383,1224.5,1681.5,1543.777591,169,179
434,340,1170,106,109,11554,-5.405801571,3840,2160,42,1920,1080,393,1224.5,1671.5,1533.821779,169,179
435,349,1171,107,108,11556,-5.458149267,3840,2160,42,1920,1080,402.5,1225,1662.5,1524.411772,169,179
436,359,1171,107,108,11556,-5.494135079,3840,2160,42,1920,1080,412.5,1225,1652.5,1514.457411,169,179
437,370,1171,106,108,11448,-5.532432836,3840,2160,42,1920,1080,423,1225,1642,1504.005984,169,179
438,380,1171,106,109,11554,-5.588488501,3840,2160,42,1920,1080,433,1225.5,1632.5,1494.101486,169,179
439,391,1171,106,109,11554,-5.629870547,3840,2160,42,1920,1080,444,1225.5,1621.5,1483.154156,169,179
440,402,1171,106,109,11554,-5.671868004,3840,2160,42,1920,1080,455,1225.5,1610.5,1472.207611,169,179
441,412,1171,107,109,11663,-5.712543234,3840,2160,42,1920,1080,465.5,1225.5,1600,1461.759385,169,179
442,424,1172,106,108,11448,-5.777417219,3840,2160,42,1920,1080,477,1226,1589,1450.367195,169,179
443,436,1172,106,108,11448,-5.825533327,3840,2160,42,1920,1080,489,1226,1577,1438.428657,169,179
444,447,1172,107,108,11556,-5.872400048,3840,2160,42,1920,1080,500.5,1226,1565.5,1426.988525,169,179
445,459,1172,107,108,11556,-5.922112353,3840,2160,42,1920,1080,512.5,1226,1553.5,1415.052031,169,179
446,472,1172,107,109,11663,-5.997242448,3840,2160,42,1920,1080,525.5,1226.5,1541,1402.174205,169,179
447,484,1172,107,109,11663,-6.048913781,3840,2160,42,1920,1080,537.5,1226.5,1529,1390.240447,169,179
448,497,1173,107,108,11556,-6.126582493,3840,2160,42,1920,1080,550.5,1227,1516.5,1377.366781,169,179
449,510,1173,107,108,11556,-6.184843609,3840,2160,42,1920,1080,563.5,1227,1503.5,1364.441736,169,179
450,523,1173,107,109,11663,-6.265289225,3840,2160,42,1920,1080,576.5,1227.5,1491,1351.572603,169,179
451,536,1173,107,109,11663,-6.326011962,3840,2160,42,1920,1080,589.5,1227.5,1478,1338.651,169,179
452,550,1173,107,109,11663,-6.392730375,3840,2160,42,1920,1080,603.5,1227.5,1464,1324.737144,169,179
453,565,1173,107,109,11663,-6.465787217,3840,2160,42,1920,1080,618.5,1227.5,1449,1309.831478,169,179
454,579,1173,107,109,11663,-6.535489769,3840,2160,42,1920,1080,632.5,1227.5,1435,1295.921487,169,179
455,594,1174,107,108,11556,-6.634064336,3840,2160,42,1920,1080,647.5,1228,1420.5,1281.077769,169,179
456,609,1173,107,109,11663,-6.690008992,3840,2160,42,1920,1080,662.5,1227.5,1405,1266.121045,169,179
457,624,1173,107,109,11663,-6.770028453,3840,2160,42,1920,1080,677.5,1227.5,1390,1251.2244,169,179
458,639,1173,107,109,11663,-6.851976075,3840,2160,42,1920,1080,692.5,1227.5,1375,1236.330255,169,179
459,654,1173,108,109,11772,-6.938755518,3840,2160,42,1920,1080,708,1227.5,1359.5,1220.942361,169,179
460,670,1173,107,109,11663,-7.027750085,3840,2160,42,1920,1080,723.5,1227.5,1344,1205.55734,169,179
461,685,1172,107,110,11770,-7.092187226,3840,2160,42,1920,1080,738.5,1227,1328.5,1190.609613,169,179
462,699,1172,108,110,11880,-7.179393852,3840,2160,42,1920,1080,753,1227,1314,1176.221918,169,179
463,714,1172,107,110,11770,-7.26876013,3840,2160,42,1920,1080,767.5,1227,1299.5,1161.837015,169,179
464,728,1172,108,110,11880,-7.360366838,3840,2160,42,1920,1080,782,1227,1285,1147.45501,169,179
465,742,1172,108,109,11772,-7.425959844,3840,2160,42,1920,1080,796,1226.5,1270.5,1133.507058,169,179
466,756,1172,108,109,11772,-7.518555646,3840,2160,42,1920,1080,810,1226.5,1256.5,1119.625942,169,179
467,769,1171,109,110,11990,-7.584375001,3840,2160,42,1920,1080,823.5,1226,1242.5,1106.177314,169,179
468,783,1171,109,110,11990,-7.681300158,3840,2160,42,1920,1080,837.5,1226,1228.5,1092.301355,169,179
491,1128,1171,112,111,12432,-11.25752553,3840,2160,42,1920,1080,1184,1226.5,882.5,750.438705,169,179
492,1146,1171,112,112,12544,-11.57057511,3840,2160,42,1920,1080,1202,1227,865,732.8935803,169,179
493,1163,1171,113,111,12543,-11.81237642,3840,2160,42,1920,1080,1219.5,1226.5,847,715.6552941,169,179
494,1181,1171,113,111,12543,-12.11482163,3840,2160,42,1920,1080,1237.5,1226.5,829,698.0462019,169,179
495,1200,1170,113,112,12656,-12.40988952,3840,2160,42,1920,1080,1256.5,1226,809.5,679.3734246,169,179
496,1219,1170,113,112,12656,-12.76391423,3840,2160,42,1920,1080,1275.5,1226,790.5,660.8299706,169,179
497,1238,1170,113,111,12543,-13.09492443,3840,2160,42,1920,1080,1294.5,1225.5,771,642.1997353,169,179
498,1256,1169,113,112,12656,-13.42437006,3840,2160,42,1920,1080,1312.5,1225,752.5,624.5648485,169,179
499,1274,1169,113,112,12656,-13.81878151,3840,2160,42,1920,1080,1330.5,1225,734.5,607.071042,169,179
500,1291,1169,113,111,12543,-14.16568535,3840,2160,42,1920,1080,1347.5,1224.5,717,590.454486,169,179
501,1309,1169,113,111,12543,-14.60615094,3840,2160,42,1920,1080,1365.5,1224.5,699,573.0187606,169,179
502,1326,1168,113,112,12656,-14.99774322,3840,2160,42,1920,1080,1382.5,1224,681.5,556.4550746,169,179
503,1343,1168,113,112,12656,-15.46448116,3840,2160,42,1920,1080,1399.5,1224,664.5,540.0520808,169,179
504,1359,1167,114,113,12882,-15.89283098,3840,2160,42,1920,1080,1416,1223.5,647.5,524.030772,169,179
505,1375,1167,114,112,12768,-16.33231452,3840,2160,42,1920,1080,1432,1223,631,508.5204027,169,179
506,1391,1167,114,111,12654,-16.79942131,3840,2160,42,1920,1080,1448,1222.5,614.5,493.0418339,169,179
507,1407,1166,114,113,12882,-17.35402464,3840,2160,42,1920,1080,1464,1222.5,598.5,477.7470565,169,179
508,1423,1166,114,113,12882,-17.94525323,3840,2160,42,1920,1080,1480,1222.5,582.5,462.5,169,179
509,1438,1165,114,114,12996,-18.47538338,3840,2160,42,1920,1080,1495,1222,567,448.094856,169,179
510,1453,1165,114,114,12996,-19.10309089,3840,2160,42,1920,1080,1510,1222,552,433.8939963,169,179
511,1468,1165,114,114,12996,-19.77319009,3840,2160,42,1920,1080,1525,1222,537,419.7487344,169,179
512,1483,1165,114,114,12996,-20.48992202,3840,2160,42,1920,1080,1540,1222,522,405.6648863,169,179
513,1498,1165,114,114,12996,-21.25808031,3840,2160,42,1920,1080,1555,1222,507,391.6490776,169,179
514,1513,1165,115,114,13110,-22.11164695,3840,2160,42,1920,1080,1570.5,1222,491.5,377.2456096,169,179
515,1528,1165,115,114,13110,-23.00191201,3840,2160,42,1920,1080,1585.5,1222,476.5,363.3926939,169,179
516,1543,1165,115,114,13110,-23.96248897,3840,2160,42,1920,1080,1600.5,1222,461.5,349.634452,169,179
517,1559,1165,115,114,13110,-25.07370889,3840,2160,42,1920,1080,1616.5,1222,445.5,335.0764838,169,179
518,1575,1165,115,114,13110,-26.28536689,3840,2160,42,1920,1080,1632.5,1222,429.5,320.6559683,169,179
519,1592,1164,115,115,13225,-27.61430712,3840,2160,42,1920,1080,1649.5,1221.5,412,305.2744667,169,179
520,1608,1164,115,115,13225,-29.07371543,3840,2160,42,1920,1080,1665.5,1221.5,396,291.1915177,169,179
521,1625,1164,115,116,13340,-30.87498099,3840,2160,42,1920,1080,1682.5,1222,379.5,276.7132993,169,179
522,1642,1164,116,115,13340,-32.74838713,3840,2160,42,1920,1080,1700,1221.5,361.5,261.5764707,169,179
523,1659,1164,116,115,13340,-34.87820652,3840,2160,42,1920,1080,1717,1221.5,344.5,247.4494898,169,179
524,1676,1164,116,115,13340,-37.26216044,3840,2160,42,1920,1080,1734,1221.5,327.5,233.705477,169,179
525,1694,1164,116,115,13340,-40.10615826,3840,2160,42,1920,1080,1752,1221.5,309.5,219.6502902,169,179
526,1712,1164,116,115,13340,-43.32975587,3840,2160,42,1920,1080,1770,1221.5,291.5,206.2092384,169,179
527,1730,1163,116,116,13456,-46.88818801,3840,2160,42,1920,1080,1788,1221,273,193.1450232,169,179
528,1749,1163,116,116,13456,-51.29067077,3840,2160,42,1920,1080,1807,1221,254,180.69311,169,179
529,1767,1163,117,116,13572,-56.16950192,3840,2160,42,1920,1080,1825.5,1221,235.5,169.7387699,169,179
530,1786,1163,116,115,13340,-61.58992446,3840,2160,42,1920,1080,1844,1220.5,216.5,159.7380668,169,179
531,1805,1162,117,116,13572,-68.02240479,3840,2160,42,1920,1080,1863.5,1220,196.5,150.9710237,169,179
532,1825,1162,117,116,13572,-75.38745631,3840,2160,42,1920,1080,1883.5,1220,176.5,144.6798189,169,179
533,1844,1162,117,115,13455,-82.84970982,3840,2160,42,1920,1080,1902.5,1219.5,157,140.5933853,169,179
534,1862,1161,117,116,13572,-90.20609904,3840,2160,42,1920,1080,1920.5,1219,139.5,139.0008993,169,179
535,1880,1160,118,117,13806,-97.81131274,3840,2160,42,1920,1080,1939,1218.5,157.5,139.7971745,169,179
536,1899,1159,117,118,13806,-105.2024087,3840,2160,42,1920,1080,1957.5,1218,175.5,143.0043706,169,179
537,1916,1159,118,117,13806,-111.8014095,3840,2160,42,1920,1080,1975,1217.5,192.5,148.0920322,169,179
538,1934,1150,119,126,14994,-118.9264258,3840,2160,42,1920,1080,1993.5,1213,206.5,151.9580534,169,179
539,1951,1150,119,125,14875,-124.3338132,3840,2160,42,1920,1080,2010.5,1212.5,223,160.4571594,169,179
540,1969,1149,119,126,14994,-129.4191685,3840,2160,42,1920,1080,2028.5,1212,240.5,170.8691019,169,179
541,1987,1149,118,125,14750,-133.7763927,3840,2160,42,1920,1080,2046,1211.5,257.5,182.1215254,169,179
542,2004,1155,118,118,13924,-136.8609411,3840,2160,42,1920,1080,2063,1214,277,195.9719368,169,179
543,2020,1156,118,117,13806,-139.7717195,3840,2160,42,1920,1080,2079,1214.5,293.5,208.2576529,169,179
544,2036,1155,119,117,13923,-142.7403412,3840,2160,42,1920,1080,2095.5,1213.5,309,220.505102,169,179
545,2050,1155,120,117,14040,-144.9069113,3840,2160,42,1920,1080,2110,1213.5,323.5,232.2116491,169,179
546,2065,1146,120,125,15000,-147.9193102,3840,2160,42,1920,1080,2125,1208.5,333.5,241.9447251,169,179
547,2080,1145,120,125,15000,-149.9057585,3840,2160,42,1920,1080,2140,1207.5,347.5,254.2759328,169,179
548,2095,1145,118,125,14750,-151.4152797,3840,2160,42,1920,1080,2154,1207.5,361.5,266.4812376,169,179
549,2109,1144,119,126,14994,-152.929951,3840,2160,42,1920,1080,2168.5,1207,375.5,279.0721233,169,179
550,2122,1144,120,126,15120,-154.139009,3840,2160,42,1920,1080,2182,1207,389,291.1580327,169,179
551,2136,1144,118,125,14750,-155.2975698,3840,2160,42,1920,1080,2195,1206.5,401.5,302.6999339,169,179
552,2148,1151,120,118,14160,-155.7061124,3840,2160,42,1920,1080,2208,1210,418,315.9810121,169,179
553,2161,1143,119,126,14994,-157.2516391,3840,2160,42,1920,1080,2220.5,1206,426.5,325.8469733,169,179
554,2173,1142,121,126,15246,-158.2616395,3840,2160,42,1920,1080,2233.5,1205,438.5,337.5014815,169,179
555,2185,1142,120,126,15120,-158.962489,3840,2160,42,1920,1080,2245,1205,450,348.2097069,169,179
556,2196,1142,122,126,15372,-159.6491814,3840,2160,42,1920,1080,2257,1205,462,359.4356688,169,179
557,2208,1141,120,126,15120,-160.3879063,3840,2160,42,1920,1080,2268,1204,472,369.4319964,169,179
558,2218,1141,122,126,15372,-160.9448879,3840,2160,42,1920,1080,2279,1204,483,379.8117955,169,179
559,2228,1141,121,126,15246,-161.4019485,3840,2160,42,1920,1080,2288.5,1204,492.5,388.8036137,169,179
560,2238,1141,120,126,15120,-161.8383199,3840,2160,42,1920,1080,2298,1204,502,397.8190543,169,179
561,2248,1141,120,126,15120,-162.2767634,3840,2160,42,1920,1080,2308,1204,512,407.3327878,169,179
562,2257,1141,122,126,15372,-162.6951704,3840,2160,42,1920,1080,2318,1204,522,416.8692841,169,179
563,2266,1141,123,126,15498,-163.0752844,3840,2160,42,1920,1080,2327.5,1204,531.5,425.9486471,169,179
564,2275,1141,122,126,15372,-163.4018956,3840,2160,42,1920,1080,2336,1204,540,434.0875488,169,179
565,2283,1141,121,126,15246,-163.6800689,3840,2160,42,1920,1080,2343.5,1204,547.5,441.2802398,169,179
566,2291,1141,121,126,15246,-163.9669557,3840,2160,42,1920,1080,2351.5,1204,555.5,448.9635286,169,179
567,2299,1141,122,126,15372,-164.2611986,3840,2160,42,1920,1080,2360,1204,564,457.1389286,169,179
568,2307,1141,122,126,15372,-164.5286718,3840,2160,42,1920,1080,2368,1204,572,464.8440599,169,179
569,2315,1141,123,126,15498,-164.8033084,3840,2160,42,1920,1080,2376.5,1204,580.5,473.0414887,169,179
570,2322,1141,124,126,15624,-165.0378447,3840,2160,42,1920,1080,2384,1204,588,480.2832498,169,179
571,2330,1141,123,126,15498,-165.2654097,3840,2160,42,1920,1080,2391.5,1204,595.5,487.5328194,169,179
572,2337,1141,124,126,15624,-165.4863028,3840,2160,42,1920,1080,2399,1204,603,494.7898544,169,179
573,2343,1140,124,126,15624,-165.769346,3840,2160,42,1920,1080,2405,1203,608,500.3538748,169,179
574,2350,1140,122,127,15494,-165.8814153,3840,2160,42,1920,1080,2411,1203.5,614.5,506.2936401,169,179
575,2356,1140,122,126,15372,-166.099464,3840,2160,42,1920,1080,2417,1203,620,511.9941406,169,179
576,2362,1140,123,126,15498,-166.2720837,3840,2160,42,1920,1080,2423.5,1203,626.5,518.3061354,169,179
577,2367,1140,123,126,15498,-166.4020328,3840,2160,42,1920,1080,2428.5,1203,631.5,523.164649,169,179
578,2372,1139,123,127,15621,-166.5823637,3840,2160,42,1920,1080,2433.5,1202.5,636,527.9095566,169,179
579,2377,1139,124,127,15748,-166.7194906,3840,2160,42,1920,1080,2439,1202.5,641.5,533.2609586,169,179
580,2382,1139,123,126,15498,-166.8815481,3840,2160,42,1920,1080,2443.5,1202,645.5,537.5279063,169,179
581,2386,1139,122,126,15372,-166.9656882,3840,2160,42,1920,1080,2447,1202,649,540.9371498,169,179
582,2389,1138,123,126,15498,-167.1513946,3840,2160,42,1920,1080,2450.5,1201,651.5,544.1242965,169,179
583,2393,1138,122,127,15494,-167.1818221,3840,2160,42,1920,1080,2454,1201.5,655.5,547.6479252,169,179
584,2396,1138,123,126,15498,-167.3132754,3840,2160,42,1920,1080,2457.5,1201,658.5,550.9512229,169,179
585,2400,1138,123,126,15498,-167.4039898,3840,2160,42,1920,1080,2461.5,1201,662.5,554.8542601,169,179
586,2404,1138,124,126,15624,-167.5045296,3840,2160,42,1920,1080,2466,1201,667,559.2468149,169,179
587,2408,1138,124,127,15748,-167.5429085,3840,2160,42,1920,1080,2470,1201.5,671.5,563.260375,169,179
588,2413,1138,123,127,15621,-167.6408841,3840,2160,42,1920,1080,2474.5,1201.5,676,567.6552651,169,179
589,2418,1138,123,127,15621,-167.7479813,3840,2160,42,1920,1080,2479.5,1201.5,681,572.5403916,169,179
590,2423,1139,124,127,15748,-167.7668058,3840,2160,42,1920,1080,2485,1202.5,687.5,578.1273649,169,179
591,2429,1139,123,127,15621,-167.8812397,3840,2160,42,1920,1080,2490.5,1202.5,693,583.5036418,169,179
592,2435,1139,123,127,15621,-168.003695,3840,2160,42,1920,1080,2496.5,1202.5,699,589.3712752,169,179
593,2441,1139,123,127,15621,-168.1237356,3840,2160,42,1920,1080,2502.5,1202.5,705,595.2415476,169,179
594,2448,1140,123,126,15498,-168.2142464,3840,2160,42,1920,1080,2509.5,1203,712.5,602.1953587,169,179
595,2455,1140,124,126,15624,-168.3582424,3840,2160,42,1920,1080,2517,1203,720,609.5391702,169,179
596,2462,1140,124,127,15748,-168.444008,3840,2160,42,1920,1080,2524,1203.5,727.5,616.4967559,169,179
597,2470,1141,123,126,15498,-168.536991,3840,2160,42,1920,1080,2531.5,1204,735.5,623.9457108,169,179
598,2478,1141,123,127,15621,-168.6367195,3840,2160,42,1920,1080,2539.5,1204.5,744,631.8864613,169,179
599,2486,1141,124,127,15748,-168.7865988,3840,2160,42,1920,1080,2548,1204.5,752.5,640.2220318,169,179
600,2495,1142,123,126,15498,-168.8892811,3840,2160,42,1920,1080,2556.5,1205,761.5,648.6580378,169,179
601,2504,1142,123,127,15621,-168.997647,3840,2160,42,1920,1080,2565.5,1205.5,771,657.5868764,169,179
602,2513,1142,123,127,15621,-169.1453216,3840,2160,42,1920,1080,2574.5,1205.5,780,666.423664,169,179
603,2523,1142,123,126,15498,-169.3465097,3840,2160,42,1920,1080,2584.5,1205,789.5,676.154753,169,179
604,2532,1142,123,127,15621,-169.4445632,3840,2160,42,1920,1080,2593.5,1205.5,799,685.0930594,169,179
605,2542,1142,123,127,15621,-169.5955986,3840,2160,42,1920,1080,2603.5,1205.5,809,694.9262551,169,179
606,2552,1142,124,127,15748,-169.7496517,3840,2160,42,1920,1080,2614,1205.5,819.5,705.2561591,169,179
607,2561,1142,124,127,15748,-169.8781492,3840,2160,42,1920,1080,2623,1205.5,828.5,714.1143116,169,179
608,2570,1142,124,127,15748,-170.0034973,3840,2160,42,1920,1080,2632,1205.5,837.5,722.9759678,169,179
609,2579,1142,124,127,15748,-170.1258091,3840,2160,42,1920,1080,2641,1205.5,846.5,731.8410005,169,179
610,2588,1142,124,126,15624,-170.2833142,3840,2160,42,1920,1080,2650,1205,855,740.6247363,169,179
611,2597,1142,123,126,15498,-170.3930553,3840,2160,42,1920,1080,2658.5,1205,863.5,749.0041722,169,179
612,2605,1142,123,127,15621,-170.4567955,3840,2160,42,1920,1080,2666.5,1205.5,872,756.9758913,169,179
613,2614,1142,123,127,15621,-170.5684258,3840,2160,42,1920,1080,2675.5,1205.5,881,765.8527926,169,179
614,2622,1142,124,127,15748,-170.6715036,3840,2160,42,1920,1080,2684,1205.5,889.5,774.2391426,169,179
